Year,"Country of origin","Country of origin (ISO)","Country of asylum","Country of asylum (ISO)",Authority,"Application type","Stage of procedure","Cases / Persons",applied
2019,India,IND,-,-,G,R,RA,P,227
2019,India,IND,-,-,G,NR,FA,P,5
2019,India,IND,-,-,G,R,FI,P,83
2019,India,IND,-,-,G,N,FI,C,5
2019,India,IND,-,-,G,R,RA,C,5
2019,India,IND,-,-,G,A,RA,P,10
2019,India,IND,-,-,G,A,AR,C,214
2019,India,IND,-,-,G,N,NA,P,548
2019,India,IND,-,-,U,N,FI,P,34
2019,India,IND,-,-,G,NR,FI,P,10
2019,India,IND,-,-,G,N,EO,P,7848
2019,India,IND,-,-,G,N,IN,C,2759
2019,Indonesia,IDN,-,-,G,A,AR,P,724
2019,Indonesia,IDN,-,-,G,N,FI,P,958
2019,Indonesia,IDN,-,-,G,N,NA,P,11
2019,Indonesia,IDN,-,-,G,N,FA,P,87
2019,Indonesia,IDN,-,-,U,N,FI,P,92
2019,Indonesia,IDN,-,-,G,N,EO,P,37
2019,Indonesia,IDN,-,-,G,N,IN,C,261
2019,Ireland,IRL,-,-,G,A,AR,P,10
2019,Ireland,IRL,-,-,G,N,FI,P,30
2019,Ireland,IRL,-,-,G,N,EO,P,12
2019,"Iran (Islamic Rep. of)",IRN,-,-,U,N,FI,P,888
2019,"Iran (Islamic Rep. of)",IRN,-,-,G,N,FI,P,22437
2019,"Iran (Islamic Rep. of)",IRN,-,-,G,A,AR,P,2436
2019,"Iran (Islamic Rep. of)",IRN,-,-,G,N,FA,P,849
2019,"Iran (Islamic Rep. of)",IRN,-,-,G,R,RA,P,1754
2019,"Iran (Islamic Rep. of)",IRN,-,-,G,J,JR,P,10
2019,"Iran (Islamic Rep. of)",IRN,-,-,G,NR,FA,P,93
2019,"Iran (Islamic Rep. of)",IRN,-,-,U,A,AR,P,63
2019,"Iran (Islamic Rep. of)",IRN,-,-,G,R,FI,P,56
2019,"Iran (Islamic Rep. of)",IRN,-,-,G,N,FI,C,137
2019,"Iran (Islamic Rep. of)",IRN,-,-,G,R,RA,C,103
2019,"Iran (Islamic Rep. of)",IRN,-,-,G,A,RA,P,24
2019,"Iran (Islamic Rep. of)",IRN,-,-,G,A,AR,C,1050
2019,"Iran (Islamic Rep. of)",IRN,-,-,G,N,NA,P,8407
2019,"Iran (Islamic Rep. of)",IRN,-,-,G,A,JR,P,13
2019,"Iran (Islamic Rep. of)",IRN,-,-,G,NR,FI,P,46
2019,"Iran (Islamic Rep. of)",IRN,-,-,U,R,RA,P,5
2019,"Iran (Islamic Rep. of)",IRN,-,-,G,N,EO,P,69
2019,"Iran (Islamic Rep. of)",IRN,-,-,G,N,IN,C,199
2019,Iraq,IRQ,-,-,G,N,FI,P,33789
2019,Iraq,IRQ,-,-,U,A,AR,P,558
2019,Iraq,IRQ,-,-,U,N,FI,P,3248
2019,Iraq,IRQ,-,-,G,A,AR,P,2713
2019,Iraq,IRQ,-,-,G,N,FA,P,1055
2019,Iraq,IRQ,-,-,G,R,RA,P,2822
2019,Iraq,IRQ,-,-,G,NR,FA,P,303
2019,Iraq,IRQ,-,-,G,R,FI,P,5
2019,Iraq,IRQ,-,-,G,N,FI,C,516
2019,Iraq,IRQ,-,-,G,R,RA,C,1393
2019,Iraq,IRQ,-,-,G,A,RA,P,19
2019,Iraq,IRQ,-,-,G,A,AR,C,1918
2019,Iraq,IRQ,-,-,G,N,NA,P,13742
2019,Iraq,IRQ,-,-,G,A,JR,P,5
2019,Iraq,IRQ,-,-,G,R,AR,P,14
2019,Iraq,IRQ,-,-,G,N,TA,P,10
2019,Iraq,IRQ,-,-,U,A,JR,P,10
2019,Iraq,IRQ,-,-,G,J,JR,P,5
2019,Iraq,IRQ,-,-,G,N,EO,P,81
2019,Iraq,IRQ,-,-,G,N,IN,C,213
2019,Iraq,IRQ,-,-,U,NR,FA,P,22
2019,Israel,ISR,-,-,G,N,FI,P,77
2019,Israel,ISR,-,-,G,A,AR,P,48
2019,Israel,ISR,-,-,G,N,NA,P,14
2019,Israel,ISR,-,-,G,N,EO,P,24
2019,Israel,ISR,-,-,G,N,IN,C,26
2019,Italy,ITA,-,-,G,A,AR,P,32
2019,Italy,ITA,-,-,G,N,FI,P,91
2019,Italy,ITA,-,-,G,N,FI,C,5
2019,Italy,ITA,-,-,G,N,NA,P,10
2019,Italy,ITA,-,-,G,N,EO,P,45
2019,Italy,ITA,-,-,G,N,IN,C,47
2019,Jamaica,JAM,-,-,G,N,FI,P,366
2019,Jamaica,JAM,-,-,G,A,AR,P,124
2019,Jamaica,JAM,-,-,G,A,AR,C,38
2019,Jamaica,JAM,-,-,G,N,NA,P,40
2019,Jamaica,JAM,-,-,G,R,RA,P,15
2019,Jamaica,JAM,-,-,U,N,FI,P,85
2019,Jamaica,JAM,-,-,G,N,EO,P,190
2019,Jamaica,JAM,-,-,G,N,IN,C,170
2019,Jordan,JOR,-,-,U,N,FI,P,93
2019,Jordan,JOR,-,-,G,N,FI,P,1037
2019,Jordan,JOR,-,-,G,A,AR,P,548
2019,Jordan,JOR,-,-,G,N,FA,P,46
2019,Jordan,JOR,-,-,G,N,FI,C,5
2019,Jordan,JOR,-,-,G,A,AR,C,14
2019,Jordan,JOR,-,-,G,R,RA,P,75
2019,Jordan,JOR,-,-,G,N,NA,P,245
2019,Jordan,JOR,-,-,G,J,JR,P,5
2019,Jordan,JOR,-,-,G,N,EO,P,70
2019,Jordan,JOR,-,-,G,N,IN,C,387
2019,Jordan,JOR,-,-,U,NR,FA,P,5
2019,Japan,JPN,-,-,G,N,FI,P,15
2019,Japan,JPN,-,-,G,A,AR,P,16
2019,Japan,JPN,-,-,G,N,NA,P,5
2019,Japan,JPN,-,-,G,N,EO,P,10
2019,Japan,JPN,-,-,G,N,IN,C,5
2019,Kazakhstan,KAZ,-,-,G,N,FI,P,989
2019,Kazakhstan,KAZ,-,-,G,N,FA,P,2318
2019,Kazakhstan,KAZ,-,-,G,A,AR,P,664
2019,Kazakhstan,KAZ,-,-,G,R,RA,P,126
2019,Kazakhstan,KAZ,-,-,G,N,FI,C,10
2019,Kazakhstan,KAZ,-,-,G,A,RA,P,18
2019,Kazakhstan,KAZ,-,-,G,A,AR,C,10
2019,Kazakhstan,KAZ,-,-,G,N,NA,P,120
2019,Kazakhstan,KAZ,-,-,G,N,TA,P,26
2019,Kazakhstan,KAZ,-,-,G,J,JR,P,5
2019,Kazakhstan,KAZ,-,-,G,N,EO,P,50
2019,Kazakhstan,KAZ,-,-,G,N,IN,C,499
2019,Kenya,KEN,-,-,G,A,AR,P,298
2019,Kenya,KEN,-,-,G,N,FI,P,741
2019,Kenya,KEN,-,-,G,N,FA,P,66
2019,Kenya,KEN,-,-,U,A,AR,P,18
2019,Kenya,KEN,-,-,U,N,FI,P,48
2019,Kenya,KEN,-,-,G,N,FI,C,5
2019,Kenya,KEN,-,-,G,A,RA,P,5
2019,Kenya,KEN,-,-,G,R,RA,P,31
2019,Kenya,KEN,-,-,G,A,AR,C,51
2019,Kenya,KEN,-,-,G,N,NA,P,232
2019,Kenya,KEN,-,-,G,N,EO,P,74
2019,Kenya,KEN,-,-,G,N,IN,C,855
2019,Kyrgyzstan,KGZ,-,-,G,N,FA,P,141
2019,Kyrgyzstan,KGZ,-,-,G,N,FI,P,455
2019,Kyrgyzstan,KGZ,-,-,G,R,RA,P,64
2019,Kyrgyzstan,KGZ,-,-,G,A,AR,P,407
2019,Kyrgyzstan,KGZ,-,-,G,A,AR,C,5
2019,Kyrgyzstan,KGZ,-,-,G,N,NA,P,118
2019,Kyrgyzstan,KGZ,-,-,U,N,FI,P,5
2019,Kyrgyzstan,KGZ,-,-,G,N,TA,P,29
2019,Kyrgyzstan,KGZ,-,-,G,N,EO,P,87
2019,Kyrgyzstan,KGZ,-,-,G,N,IN,C,188
2019,"Rep. of Korea",KOR,-,-,G,A,AR,P,59
2019,"Rep. of Korea",KOR,-,-,G,N,FI,P,230
2019,"Rep. of Korea",KOR,-,-,G,N,NA,P,5
2019,"Rep. of Korea",KOR,-,-,G,N,TA,P,5
2019,"Rep. of Korea",KOR,-,-,G,N,EO,P,41
2019,"Rep. of Korea",KOR,-,-,G,N,IN,C,36
2019,"Dem. People's Rep. of Korea",PRK,-,-,G,N,FI,P,15
2019,"Dem. People's Rep. of Korea",PRK,-,-,U,N,FI,P,5
2019,"Dem. People's Rep. of Korea",PRK,-,-,G,N,TA,P,20
2019,Kuwait,KWT,-,-,G,N,FA,P,10
2019,Kuwait,KWT,-,-,G,N,FI,P,727
2019,Kuwait,KWT,-,-,G,A,AR,P,47
2019,Kuwait,KWT,-,-,G,A,AR,C,31
2019,Kuwait,KWT,-,-,G,N,NA,P,15
2019,Kuwait,KWT,-,-,U,N,FI,P,66
2019,Kuwait,KWT,-,-,G,N,EO,P,5
2019,Kuwait,KWT,-,-,G,N,IN,C,10
2019,"Lao People's Dem. Rep.",LAO,-,-,G,A,AR,P,25
2019,"Lao People's Dem. Rep.",LAO,-,-,G,N,FI,P,106
2019,"Lao People's Dem. Rep.",LAO,-,-,U,N,FI,P,5
2019,"Lao People's Dem. Rep.",LAO,-,-,G,N,EO,P,16
2019,"Lao People's Dem. Rep.",LAO,-,-,G,N,IN,C,11
2019,Liberia,LBR,-,-,U,N,FI,P,139
2019,Liberia,LBR,-,-,G,A,AR,P,167
2019,Liberia,LBR,-,-,G,N,FI,P,297
2019,Liberia,LBR,-,-,G,R,RA,P,32
2019,Liberia,LBR,-,-,G,A,RA,P,5
2019,Liberia,LBR,-,-,G,N,NA,P,113
2019,Liberia,LBR,-,-,G,N,FA,P,154
2019,Liberia,LBR,-,-,U,A,AR,P,5
2019,Liberia,LBR,-,-,G,N,EO,P,65
2019,Liberia,LBR,-,-,G,N,IN,C,204
2019,Libya,LBY,-,-,U,N,FI,P,111
2019,Libya,LBY,-,-,G,N,FI,P,2898
2019,Libya,LBY,-,-,G,N,FA,P,145
2019,Libya,LBY,-,-,G,NR,FA,P,5
2019,Libya,LBY,-,-,G,A,AR,P,483
2019,Libya,LBY,-,-,G,N,FI,C,5
2019,Libya,LBY,-,-,G,A,RA,P,10
2019,Libya,LBY,-,-,G,R,RA,P,246
2019,Libya,LBY,-,-,G,A,AR,C,27
2019,Libya,LBY,-,-,G,N,NA,P,631
2019,Libya,LBY,-,-,G,N,EO,P,10
2019,Libya,LBY,-,-,G,N,IN,C,50
2019,"Saint Lucia",LCA,-,-,G,A,AR,P,5
2019,"Saint Lucia",LCA,-,-,G,N,FI,P,45
2019,"Saint Lucia",LCA,-,-,G,A,AR,C,5
2019,Lebanon,LBN,-,-,G,A,AR,P,779
2019,Lebanon,LBN,-,-,G,N,FI,P,1695
2019,Lebanon,LBN,-,-,G,N,FA,P,53
2019,Lebanon,LBN,-,-,G,R,RA,P,372
2019,Lebanon,LBN,-,-,G,NR,FA,P,12
2019,Lebanon,LBN,-,-,G,N,FI,C,5
2019,Lebanon,LBN,-,-,G,A,AR,C,15
2019,Lebanon,LBN,-,-,G,N,NA,P,707
2019,Lebanon,LBN,-,-,U,N,FI,P,15
2019,Lebanon,LBN,-,-,G,J,JR,P,5
2019,Lebanon,LBN,-,-,G,N,EO,P,16
2019,Lebanon,LBN,-,-,G,N,IN,C,110
2019,Lesotho,LSO,-,-,G,N,FI,P,5
2019,Liechtenstein,LIE,-,-,G,N,FI,P,5
2019,"Sri Lanka",LKA,-,-,G,A,AR,P,2862
2019,"Sri Lanka",LKA,-,-,G,N,FI,P,7081
2019,"Sri Lanka",LKA,-,-,G,N,FA,P,734
2019,"Sri Lanka",LKA,-,-,G,R,RA,P,758
2019,"Sri Lanka",LKA,-,-,G,R,FI,P,17
2019,"Sri Lanka",LKA,-,-,G,N,FI,C,30
2019,"Sri Lanka",LKA,-,-,G,A,RA,P,319
2019,"Sri Lanka",LKA,-,-,G,A,AR,C,207
2019,"Sri Lanka",LKA,-,-,G,N,NA,P,322
2019,"Sri Lanka",LKA,-,-,U,A,AR,P,90
2019,"Sri Lanka",LKA,-,-,U,N,FI,P,577
2019,"Sri Lanka",LKA,-,-,G,N,EO,P,172
2019,"Sri Lanka",LKA,-,-,G,N,IN,C,203
2019,Lithuania,LTU,-,-,G,N,FI,P,24
2019,Lithuania,LTU,-,-,G,N,FI,C,5
2019,Lithuania,LTU,-,-,G,N,NA,P,5
2019,Lithuania,LTU,-,-,G,A,AR,P,5
2019,Lithuania,LTU,-,-,G,N,EO,P,5
2019,Lithuania,LTU,-,-,G,N,IN,C,5
2019,Latvia,LVA,-,-,G,N,FI,P,15
2019,Latvia,LVA,-,-,G,N,FA,P,5
2019,Latvia,LVA,-,-,G,N,TA,P,5
2019,Latvia,LVA,-,-,G,A,AR,P,5
2019,Latvia,LVA,-,-,G,N,EO,P,5
2019,Latvia,LVA,-,-,G,N,IN,C,5
2019,"China, Macao SAR",MAC,-,-,G,N,FI,P,10
2019,Madagascar,MDG,-,-,G,N,FI,P,163
2019,Madagascar,MDG,-,-,G,A,AR,P,28
2019,Madagascar,MDG,-,-,G,A,RA,P,5
2019,Madagascar,MDG,-,-,G,R,RA,P,15
2019,Madagascar,MDG,-,-,G,N,NA,P,5
2019,Madagascar,MDG,-,-,U,A,AR,P,5
2019,Madagascar,MDG,-,-,U,N,FI,P,10
2019,Mauritania,MRT,-,-,G,N,FI,P,1735
2019,Mauritania,MRT,-,-,G,R,RA,P,174
2019,Mauritania,MRT,-,-,G,A,AR,P,1001
2019,Mauritania,MRT,-,-,G,A,RA,P,108
2019,Mauritania,MRT,-,-,G,N,NA,P,44
2019,Mauritania,MRT,-,-,G,N,FA,P,15
2019,Mauritania,MRT,-,-,U,N,FI,P,5
2019,Mauritania,MRT,-,-,G,N,EO,P,43
2019,Mauritania,MRT,-,-,G,N,IN,C,231
2019,"North Macedonia",MKD,-,-,G,A,AR,P,453
2019,"North Macedonia",MKD,-,-,G,N,FI,P,1475
2019,"North Macedonia",MKD,-,-,G,N,FA,P,49
2019,"North Macedonia",MKD,-,-,G,R,RA,P,1292
2019,"North Macedonia",MKD,-,-,G,N,FI,C,5
2019,"North Macedonia",MKD,-,-,G,A,RA,P,42
2019,"North Macedonia",MKD,-,-,G,N,NA,P,1117
2019,"North Macedonia",MKD,-,-,G,N,EO,P,12
2019,"North Macedonia",MKD,-,-,G,N,IN,C,30
2019,"Rep. of Moldova",MDA,-,-,G,N,FA,P,255
2019,"Rep. of Moldova",MDA,-,-,G,N,FI,P,2802
2019,"Rep. of Moldova",MDA,-,-,G,R,RA,P,1114
2019,"Rep. of Moldova",MDA,-,-,G,A,AR,P,341
2019,"Rep. of Moldova",MDA,-,-,G,A,RA,P,5
2019,"Rep. of Moldova",MDA,-,-,G,N,NA,P,1771
2019,"Rep. of Moldova",MDA,-,-,G,N,TA,P,22
2019,"Rep. of Moldova",MDA,-,-,G,N,EO,P,17
2019,"Rep. of Moldova",MDA,-,-,G,N,IN,C,117
2019,Maldives,MDV,-,-,G,N,FI,P,10
2019,Mexico,MEX,-,-,G,R,RA,P,5
2019,Mexico,MEX,-,-,G,N,FI,P,5288
2019,Mexico,MEX,-,-,G,A,AR,P,12356
2019,Mexico,MEX,-,-,G,N,FI,C,5
2019,Mexico,MEX,-,-,G,N,NA,P,10
2019,Mexico,MEX,-,-,G,N,EO,P,18448
2019,Mexico,MEX,-,-,G,N,IN,C,4077
2019,Mali,MLI,-,-,U,A,AR,P,64
2019,Mali,MLI,-,-,U,N,FI,P,1427
2019,Mali,MLI,-,-,U,R,RA,P,11
2019,Mali,MLI,-,-,G,N,FA,P,69
2019,Mali,MLI,-,-,G,N,FI,P,5706
2019,Mali,MLI,-,-,G,R,RA,P,248
2019,Mali,MLI,-,-,G,A,AR,P,2422
2019,Mali,MLI,-,-,G,A,RA,P,68
2019,Mali,MLI,-,-,G,A,AR,C,5
2019,Mali,MLI,-,-,G,N,NA,P,246
2019,Mali,MLI,-,-,G,N,EO,P,16
2019,Mali,MLI,-,-,G,N,IN,C,53
2019,Mali,MLI,-,-,U,NR,FA,P,5
2019,Malaysia,MYS,-,-,G,A,AR,P,6323
2019,Malaysia,MYS,-,-,G,N,FI,P,7369
2019,Malaysia,MYS,-,-,G,N,FI,C,5
2019,Malaysia,MYS,-,-,G,A,AR,C,28
2019,Malaysia,MYS,-,-,G,N,FA,P,1438
2019,Malaysia,MYS,-,-,G,N,EO,P,10
2019,Malaysia,MYS,-,-,G,N,IN,C,24
2019,Malawi,MWI,-,-,G,A,AR,P,97
2019,Malawi,MWI,-,-,G,N,FI,P,199
2019,Malawi,MWI,-,-,G,A,AR,C,22
2019,Malawi,MWI,-,-,G,N,FA,P,30
2019,Malawi,MWI,-,-,G,N,EO,P,5
2019,Malawi,MWI,-,-,G,N,IN,C,21
2019,Montenegro,MNE,-,-,G,N,FI,P,116
2019,Montenegro,MNE,-,-,G,R,RA,C,5
2019,Montenegro,MNE,-,-,G,A,AR,P,119
2019,Montenegro,MNE,-,-,G,A,RA,P,10
2019,Montenegro,MNE,-,-,G,R,RA,P,181
2019,Montenegro,MNE,-,-,G,N,NA,P,95
2019,Montenegro,MNE,-,-,G,N,EO,P,5
2019,Montenegro,MNE,-,-,G,N,IN,C,86
2019,Mongolia,MNG,-,-,G,A,AR,P,649
2019,Mongolia,MNG,-,-,G,N,FI,P,853
2019,Mongolia,MNG,-,-,G,N,FA,P,249
2019,Mongolia,MNG,-,-,G,R,RA,P,155
2019,Mongolia,MNG,-,-,G,N,FI,C,5
2019,Mongolia,MNG,-,-,G,A,RA,P,10
2019,Mongolia,MNG,-,-,G,A,AR,C,5
2019,Mongolia,MNG,-,-,G,N,NA,P,157
2019,Mongolia,MNG,-,-,G,N,EO,P,12
2019,Mongolia,MNG,-,-,G,N,IN,C,146
2019,Morocco,MAR,-,-,G,N,FI,P,8740
2019,Morocco,MAR,-,-,G,N,FA,P,1219
2019,Morocco,MAR,-,-,G,R,RA,P,614
2019,Morocco,MAR,-,-,G,NR,FA,P,20
2019,Morocco,MAR,-,-,G,A,AR,P,505
2019,Morocco,MAR,-,-,G,N,FI,C,23
2019,Morocco,MAR,-,-,G,R,RA,C,10
2019,Morocco,MAR,-,-,G,A,RA,P,28
2019,Morocco,MAR,-,-,G,A,AR,C,28
2019,Morocco,MAR,-,-,G,N,NA,P,930
2019,Morocco,MAR,-,-,U,N,FI,P,20
2019,Morocco,MAR,-,-,G,NR,FI,P,5
2019,Morocco,MAR,-,-,G,J,JR,P,5
2019,Morocco,MAR,-,-,G,N,EO,P,19
2019,Morocco,MAR,-,-,G,N,IN,C,20
2019,Mozambique,MOZ,-,-,G,N,FI,P,153
2019,Mozambique,MOZ,-,-,G,A,AR,P,10
2019,Mozambique,MOZ,-,-,G,A,AR,C,5
2019,Mozambique,MOZ,-,-,G,N,NA,P,12
2019,Mozambique,MOZ,-,-,G,R,RA,P,5
2019,Mozambique,MOZ,-,-,G,N,FA,P,5
2019,Mozambique,MOZ,-,-,U,N,FI,P,5
2019,Mozambique,MOZ,-,-,G,N,IN,C,5
2019,Malta,MLT,-,-,G,N,FI,P,5
2019,Mauritius,MUS,-,-,G,N,FI,P,131
2019,Mauritius,MUS,-,-,G,A,AR,C,13
2019,Mauritius,MUS,-,-,G,N,NA,P,5
2019,Mauritius,MUS,-,-,G,A,AR,P,10
2019,Mauritius,MUS,-,-,G,N,IN,C,5
2019,Myanmar,MMR,-,-,G,A,AR,P,619
2019,Myanmar,MMR,-,-,G,N,FI,P,990
2019,Myanmar,MMR,-,-,G,N,FA,P,69
2019,Myanmar,MMR,-,-,G,N,FI,C,13
2019,Myanmar,MMR,-,-,G,A,RA,P,5
2019,Myanmar,MMR,-,-,G,R,RA,P,22
2019,Myanmar,MMR,-,-,G,A,AR,C,13
2019,Myanmar,MMR,-,-,G,N,NA,P,193
2019,Myanmar,MMR,-,-,U,A,AR,P,83
2019,Myanmar,MMR,-,-,U,N,FI,P,22887
2019,Myanmar,MMR,-,-,G,NR,FI,P,5
2019,Myanmar,MMR,-,-,G,N,EO,P,25
2019,Myanmar,MMR,-,-,G,N,IN,C,484
2019,Namibia,NAM,-,-,G,N,FI,P,549
2019,Namibia,NAM,-,-,G,A,AR,C,122
2019,Namibia,NAM,-,-,G,R,RA,P,5
2019,Namibia,NAM,-,-,G,N,NA,P,15
2019,Namibia,NAM,-,-,G,A,AR,P,5
2019,Nepal,NPL,-,-,G,A,AR,P,1441
2019,Nepal,NPL,-,-,G,N,FI,P,2547
2019,Nepal,NPL,-,-,G,N,FA,P,367
2019,Nepal,NPL,-,-,G,R,FI,P,11
2019,Nepal,NPL,-,-,G,A,RA,P,5
2019,Nepal,NPL,-,-,G,R,RA,P,10
2019,Nepal,NPL,-,-,G,A,AR,C,32
2019,Nepal,NPL,-,-,G,N,NA,P,10
2019,Nepal,NPL,-,-,G,N,EO,P,541
2019,Nepal,NPL,-,-,G,N,IN,C,475
2019,Netherlands,NLD,-,-,G,A,AR,P,5
2019,Netherlands,NLD,-,-,G,N,FI,P,26
2019,Netherlands,NLD,-,-,G,N,NA,P,5
2019,Netherlands,NLD,-,-,G,N,EO,P,14
2019,Niger,NER,-,-,U,A,AR,P,10
2019,Niger,NER,-,-,U,N,FI,P,671
2019,Niger,NER,-,-,G,N,FI,P,350
2019,Niger,NER,-,-,G,R,RA,P,49
2019,Niger,NER,-,-,G,A,AR,P,89
2019,Niger,NER,-,-,G,A,RA,P,5
2019,Niger,NER,-,-,G,A,AR,C,5
2019,Niger,NER,-,-,G,N,NA,P,61
2019,Niger,NER,-,-,G,N,EO,P,5
2019,Niger,NER,-,-,G,N,IN,C,17
2019,Nicaragua,NIC,-,-,G,N,FI,P,46390
2019,Nicaragua,NIC,-,-,G,A,AR,P,878
2019,Nicaragua,NIC,-,-,U,N,FI,P,5
2019,Nicaragua,NIC,-,-,G,N,FI,C,32
2019,Nicaragua,NIC,-,-,G,A,AR,C,12
2019,Nicaragua,NIC,-,-,G,R,RA,P,15
2019,Nicaragua,NIC,-,-,G,N,NA,P,112
2019,Nicaragua,NIC,-,-,G,N,EO,P,4332
2019,Nicaragua,NIC,-,-,G,N,IN,C,1142
2019,Nigeria,NGA,-,-,U,A,AR,P,57
2019,Nigeria,NGA,-,-,U,N,FI,P,897
2019,Nigeria,NGA,-,-,G,N,FI,P,58330
2019,Nigeria,NGA,-,-,G,A,AR,P,8806
2019,Nigeria,NGA,-,-,G,N,FA,P,1091
2019,Nigeria,NGA,-,-,G,R,RA,P,2280
2019,Nigeria,NGA,-,-,G,NR,FA,P,10
2019,Nigeria,NGA,-,-,G,N,FI,C,105
2019,Nigeria,NGA,-,-,G,R,RA,C,17
2019,Nigeria,NGA,-,-,G,A,RA,P,370
2019,Nigeria,NGA,-,-,G,A,AR,C,387
2019,Nigeria,NGA,-,-,G,N,NA,P,9070
2019,Nigeria,NGA,-,-,G,N,TA,P,11
2019,Nigeria,NGA,-,-,U,N,AR,P,5
2019,Nigeria,NGA,-,-,G,J,JR,P,10
2019,Nigeria,NGA,-,-,G,N,EO,P,306
2019,Nigeria,NGA,-,-,G,N,IN,C,2458
2019,Nauru,NRU,-,-,G,N,FI,P,5
2019,"New Zealand",NZL,-,-,G,A,AR,P,5
2019,Oman,OMN,-,-,G,A,AR,C,5
2019,Oman,OMN,-,-,G,N,FI,P,14
2019,Oman,OMN,-,-,G,N,NA,P,5
2019,Oman,OMN,-,-,G,N,IN,C,10
2019,Pakistan,PAK,-,-,U,N,FI,P,1597
2019,Pakistan,PAK,-,-,G,A,AR,P,3831
2019,Pakistan,PAK,-,-,G,N,FI,P,27304
2019,Pakistan,PAK,-,-,G,N,FA,P,1344
2019,Pakistan,PAK,-,-,G,R,RA,P,2555
2019,Pakistan,PAK,-,-,G,J,JR,P,28
2019,Pakistan,PAK,-,-,G,NR,FA,P,96
2019,Pakistan,PAK,-,-,G,R,FI,P,61
2019,Pakistan,PAK,-,-,G,N,FI,C,28
2019,Pakistan,PAK,-,-,G,R,RA,C,13
2019,Pakistan,PAK,-,-,G,A,RA,P,259
2019,Pakistan,PAK,-,-,G,A,AR,C,513
2019,Pakistan,PAK,-,-,G,N,NA,P,2174
2019,Pakistan,PAK,-,-,U,A,AR,P,125
2019,Pakistan,PAK,-,-,G,N,TA,P,5
2019,Pakistan,PAK,-,-,G,NR,FI,P,5
2019,Pakistan,PAK,-,-,U,R,RA,P,20
2019,Pakistan,PAK,-,-,G,N,EO,P,237
2019,Pakistan,PAK,-,-,G,N,IN,C,574
2019,Panama,PAN,-,-,G,N,FI,P,84
2019,Panama,PAN,-,-,G,A,AR,P,32
2019,Panama,PAN,-,-,G,N,FA,P,5
2019,Panama,PAN,-,-,G,N,EO,P,10
2019,Panama,PAN,-,-,G,N,IN,C,10
2019,Paraguay,PRY,-,-,G,N,FI,P,429
2019,Paraguay,PRY,-,-,G,N,FI,C,5
2019,Paraguay,PRY,-,-,G,N,NA,P,5
2019,Paraguay,PRY,-,-,G,A,AR,P,19
2019,Paraguay,PRY,-,-,G,N,EO,P,5
2019,Paraguay,PRY,-,-,G,N,IN,C,5
2019,Peru,PER,-,-,G,N,FI,P,7058
2019,Peru,PER,-,-,G,A,AR,P,686
2019,Peru,PER,-,-,G,N,FA,P,28
2019,Peru,PER,-,-,G,N,FI,C,5
2019,Peru,PER,-,-,G,R,RA,P,22
2019,Peru,PER,-,-,G,N,NA,P,12
2019,Peru,PER,-,-,G,N,EO,P,457
2019,Peru,PER,-,-,G,N,IN,C,131
2019,Philippines,PHL,-,-,G,A,AR,P,1416
2019,Philippines,PHL,-,-,G,N,FI,P,1389
2019,Philippines,PHL,-,-,G,N,FA,P,254
2019,Philippines,PHL,-,-,G,R,FI,P,5
2019,Philippines,PHL,-,-,G,R,RA,C,5
2019,Philippines,PHL,-,-,G,A,AR,C,26
2019,Philippines,PHL,-,-,G,N,NA,P,14
2019,Philippines,PHL,-,-,U,N,AR,P,5
2019,Philippines,PHL,-,-,U,A,AR,P,12
2019,Philippines,PHL,-,-,U,N,FI,P,62
2019,Philippines,PHL,-,-,G,N,TA,P,5
2019,Philippines,PHL,-,-,G,N,EO,P,62
2019,Philippines,PHL,-,-,G,N,IN,C,73
2019,"Papua New Guinea",PNG,-,-,G,A,AR,P,149
2019,"Papua New Guinea",PNG,-,-,G,N,FI,P,178
2019,Poland,POL,-,-,G,N,FI,P,96
2019,Poland,POL,-,-,G,A,AR,P,255
2019,Poland,POL,-,-,G,N,NA,P,5
2019,Poland,POL,-,-,G,N,EO,P,16
2019,Poland,POL,-,-,G,N,IN,C,33
2019,Portugal,PRT,-,-,G,N,FI,P,52
2019,Portugal,PRT,-,-,G,A,AR,P,10
2019,Portugal,PRT,-,-,G,N,EO,P,39
2019,Portugal,PRT,-,-,G,N,IN,C,43
2019,Qatar,QAT,-,-,G,N,FI,P,10
2019,Romania,ROU,-,-,G,N,FA,P,35
2019,Romania,ROU,-,-,G,A,AR,P,218
2019,Romania,ROU,-,-,G,N,FI,P,495
2019,Romania,ROU,-,-,G,N,NA,P,5
2019,Romania,ROU,-,-,G,R,RA,P,5
2019,Romania,ROU,-,-,G,N,EO,P,465
2019,Romania,ROU,-,-,G,N,IN,C,262
2019,"South Africa",ZAF,-,-,G,N,FI,P,949
2019,"South Africa",ZAF,-,-,G,A,AR,P,433
2019,"South Africa",ZAF,-,-,G,R,RA,P,15
2019,"South Africa",ZAF,-,-,G,A,AR,C,28
2019,"South Africa",ZAF,-,-,G,N,NA,P,30
2019,"South Africa",ZAF,-,-,G,N,FA,P,240
2019,"South Africa",ZAF,-,-,U,N,FI,P,5
2019,"South Africa",ZAF,-,-,G,N,EO,P,17
2019,"South Africa",ZAF,-,-,G,N,IN,C,130
2019,"Russian Federation",RUS,-,-,U,N,FI,P,35
