Country,Year,undesa_net_migration_rate_per_1000
Comoros,2015,-2.726
Djibouti,2015,1.369
Eritrea,2015,-15.108
Ethiopia,2015,0.849
Kenya,2015,-0.222
Madagascar,2015,-0.066
Malawi,2015,-1.026
Mauritius,2015,-1.927
Mayotte,2015,-1.337
Mozambique,2015,-0.198
Reunion,2015,-3.339
Rwanda,2015,-2.02
Seychelles,2015,-2.148
Somalia,2015,-3.613
South Sudan,2015,-1.978
Uganda,2015,-1.698
 Tanzania,2015,-1.045
Zambia,2015,-0.678
Zimbabwe,2015,-9.399
Middle Africa,2015,-0.04
Angola,2015,1.298
Cameroon,2015,-0.33
Central African Republic,2015,-17.844
Chad,2015,1.535
Congo,2015,-2.629
Democratic Republic of Congo,2015,0.043
Equatorial Guinea,2015,17.044
Gabon,2015,11.234
Sao Tome and Principe,2015,-8.847
Southern Africa,2015,2.373
Botswana,2015,-7.122
Eswatini,2015,-7.702
Lesotho,2015,-4.706
Namibia,2015,-3.341
South Africa,2015,3.451
Western Africa,2015,-0.85
Benin,2015,-0.855
Burkina Faso,2015,-1.483
Cape Verde,2015,-3.157
Cote d'Ivoire,2015,-0.731
Gambia,2015,-1.592
Ghana,2015,-0.38
Guinea,2015,-5.434
Guinea-Bissau,2015,-0.86
Liberia,2015,1.196
Mali,2015,-3.724
Mauritania,2015,1.326
Niger,2015,0.207
Nigeria,2015,-0.353
Senegal,2015,-3.141
Sierra Leone,2015,-0.618
Togo,2015,-0.291
Northern Africa and Western Asia,2015,0.851
Northern Africa,2015,-1.665
Algeria,2015,-0.757
Egypt,2015,-0.641
Libya,2015,-9.512
Morocco,2015,-2.191
Sudan,2015,-2.931
Tunisia,2015,-2.75
Western Sahara,2015,1.137
Western Asia,2015,3.042
Armenia,2015,-2.105
Azerbaijan,2015,0.182
Bahrain,2015,6.43
Cyprus,2015,3.96
Georgia,2015,-4.695
Iraq,2015,7.984
Israel,2015,0.509
Jordan,2015,25.575
Kuwait,2015,33.98
Lebanon,2015,41.525
Oman,2015,48.478
Qatar,2015,54.713
Saudi Arabia,2015,11.653
Palestine,2015,-7.318
Syria,2015,-54.746
Turkey,2015,4.675
United Arab Emirates,2015,6.063
Yemen,2015,-0.604
 Central and Southern Asia,2015,-0.912
Central Asia,2015,-0.57
Kazakhstan,2015,1.89
Kyrgyzstan,2015,-3.281
Tajikistan,2015,-3.428
Turkmenistan,2015,-1.878
Uzbekistan,2015,-0.447
Southern Asia,2015,-0.925
Afghanistan,2015,3.282
Bangladesh,2015,-3.037
Bhutan,2015,0.085
India,2015,-0.369
Iran,2015,-1.32
Maldives,2015,28.445
Nepal,2015,-15.105
Pakistan,2015,-1.139
Sri Lanka,2015,-4.71
 Eastern and South-Eastern Asia,2015,-0.206
Eastern Asia,2015,-0.066
China,2015,-0.224
Hong Kong,2015,2.117
Macao,2015,14.856
 Taiwan,2015,1.455
North Korea,2015,-0.217
Japan,2015,0.558
Mongolia,2015,-0.298
South Korea,2015,1.599
South-Eastern Asia,2015,-0.576
Brunei,2015,-0.449
Cambodia,2015,-2.011
Indonesia,2015,-0.363
Laos,2015,-3.458
Malaysia,2015,1.71
Myanmar,2015,-2.046
Philippines,2015,-1.703
Singapore,2015,11.826
Thailand,2015,0.492
Timor-Leste,2015,-4.896
Vietnam,2015,-0.886
Latin America and the Caribbean,2015,-0.932
Caribbean,2015,-3.408
Antigua and Barbuda,2015,2.077
Aruba,2015,2.433
Bahamas,2015,2.742
Barbados,2015,-0.28
Cuba,2015,-1.419
Curacao,2015,8.824
Dominican Republic,2015,-3.064
Grenada,2015,-1.853
Guadeloupe,2015,-7.857
Haiti,2015,-2.906
Jamaica,2015,-3.975
Martinique,2015,-11.711
Puerto Rico,2015,-13.946
Saint Lucia,2015,0
Saint Vincent and the Grenadines,2015,-5.398
Trinidad and Tobago,2015,-0.593
United States Virgin Islands,2015,-8.531
Central America,2015,-1.008
Belize,2015,4.445
Costa Rica,2015,0.834
El Salvador,2015,-7.688
Guatemala,2015,-0.649
Honduras,2015,-0.688
Mexico,2015,-0.716
Nicaragua,2015,-4.483
Panama,2015,1.477
South America,2015,-0.643
Argentina,2015,0.143
Bolivia,2015,-1.102
Brazil,2015,0.016
Chile,2015,1.869
Colombia,2015,-0.834
Ecuador,2015,-0.487
French Guiana,2015,-0.856
Guyana,2015,-9.229
Paraguay,2015,-2.694
Peru,2015,-4.201
Suriname,2015,-1.838
Uruguay,2015,-1.772
Venezuela,2015,-2.946
Australia/New Zealand,2015,7.846
Australia,2015,8.587
New Zealand,2015,4.047
Oceania (excluding Australia and New Zealand),2015,-2.278
Melanesia,2015,-1.225
Fiji,2015,-12.022
New Caledonia,2015,2.29
Papua New Guinea,2015,-0.104
Solomon Islands,2015,-2.829
Vanuatu,2015,1.407
Micronesia (country),2015,-8.932
Guam,2015,-9.454
Kiribati,2015,-7.712
Micronesia (region),2015,-5.664
Polynesia,2015,-12.466
French Polynesia,2015,-5.943
Samoa,2015,-12.849
Tonga,2015,-25.379
Europe and Northern America,2015,2.402
Europe,2015,1.863
Eastern Europe,2015,0.987
Belarus,2015,1.53
Bulgaria,2015,-0.669
Czechia,2015,1.135
Hungary,2015,0.609
Poland,2015,-1.68
Moldova,2015,-0.344
Romania,2015,-2.971
Russia,2015,2.497
Slovakia,2015,0.419
Ukraine,2015,0.583
Northern Europe,2015,3.161
Channel Islands,2015,4.392
Denmark,2015,3.801
Estonia,2015,-1.589
Finland,2015,3.002
Iceland,2015,-1.33
Ireland,2015,-4.858
Latvia,2015,-8.097
Lithuania,2015,-9.658
Norway,2015,8.797
Sweden,2015,5.303
United Kingdom,2015,4.022
Southern Europe,2015,0.556
Albania,2015,-9.358
Bosnia and Herzegovina,2015,-14.494
Croatia,2015,-1.799
Greece,2015,-3.004
Italy,2015,5.462
Malta,2015,7.315
Montenegro,2015,-0.995
North Macedonia,2015,-0.853
Portugal,2015,-2.671
Serbia,2015,0.662
Slovenia,2015,1.611
Spain,2015,-2.224
Western Europe,2015,3.577
Austria,2015,6.254
Belgium,2015,4.655
France,2015,1.331
Germany,2015,4.769
Luxembourg,2015,18.129
Netherlands,2015,0.746
Switzerland,2015,9.867
Northern America,2015,3.541
Canada,2015,7.076
United States,2015,3.151
World,2020,0
More developed regions,2020,2.215
Less developed regions,2020,-0.443
Least developed countries,2020,-0.973
"Less developed regions, excluding least developed countries",2020,-0.344
"Less developed regions, excluding China",2020,-0.517
Land-locked Developing Countries (LLDC),2020,-0.72
Small Island Developing States (SIDS),2020,-1.971
High-income countries,2020,2.602
Middle-income countries,2020,-0.419
Upper-middle-income countries,2020,-0.113
Lower-middle-income countries,2020,-0.687
Low-income countries,2020,-1.234
No income group available,2020,1.057
Africa,2020,-0.367
Asia,2020,-0.381
Europe,2020,1.826
Latin America and the Caribbean,2020,-0.816
Northern America,2020,3.296
Oceania,2020,3.786
Sub-Saharan Africa,2020,-0.305
Eastern Africa,2020,-0.628
Burundi,2020,0.181
Comoros,2020,-2.429
Djibouti,2020,0.947
Eritrea,2020,-11.571
Ethiopia,2020,0.278
Kenya,2020,-0.197
Madagascar,2020,-0.058
Malawi,2020,-0.895
Mauritius,2020,0
Mayotte,2020,0
Mozambique,2020,-0.172
Reunion,2020,-1.428
Rwanda,2020,-0.74
Seychelles,2020,-2.069
Somalia,2020,-2.694
South Sudan,2020,-15.902
Uganda,2020,4.018
 Tanzania,2020,-0.721
Zambia,2020,-0.467
Zimbabwe,2020,-8.15
Middle Africa,2020,0.006
Angola,2020,0.211
Cameroon,2020,-0.193
Central African Republic,2020,-8.581
Chad,2020,0.131
Congo,2020,-0.771
Democratic Republic of Congo,2020,0.288
Equatorial Guinea,2020,12.443
Gabon,2020,1.562
Sao Tome and Principe,2020,-8.028
Southern Africa,2020,1.919
Botswana,2020,1.341
Eswatini,2020,-7.378
Lesotho,2020,-4.783
Namibia,2020,-1.979
South Africa,2020,2.536
Western Africa,2020,-0.47
Benin,2020,-0.176
Burkina Faso,2020,-1.282
Cape Verde,2020,-2.483
Cote d'Ivoire,2020,-0.323
Gambia,2020,-1.371
Ghana,2020,-0.339
Guinea,2020,-0.326
Guinea-Bissau,2020,-0.755
Liberia,2020,-1.049
Mali,2020,-2.123
Mauritania,2020,1.15
Niger,2020,0.181
Nigeria,2020,-0.31
Senegal,2020,-1.277
Sierra Leone,2020,-0.554
Togo,2020,-0.256
Northern Africa and Western Asia,2020,0.089
Northern Africa,2020,-0.638
Algeria,2020,-0.239
Egypt,2020,-0.391
Libya,2020,-0.301
Morocco,2020,-1.437
Sudan,2020,-1.208
Tunisia,2020,-0.348
Western Sahara,2020,9.936
Western Asia,2020,0.726
Armenia,2020,-1.697
Azerbaijan,2020,0.121
Bahrain,2020,31.105
Cyprus,2020,4.222
Georgia,2020,-2.496
Iraq,2020,0.207
Israel,2020,1.202
Jordan,2020,1.05
Kuwait,2020,9.751
Lebanon,2020,-4.493
Oman,2020,18.647
Qatar,2020,14.688
Saudi Arabia,2020,4.058
Palestine,2020,-2.194
Syria,2020,-24.08
Turkey,2020,3.487
United Arab Emirates,2020,4.177
Yemen,2020,-1.065
 Central and Southern Asia,2020,-0.692
Central Asia,2020,-0.782
Kazakhstan,2020,-0.99
Kyrgyzstan,2020,-0.641
Tajikistan,2020,-2.223
Turkmenistan,2020,-0.862
Uzbekistan,2020,-0.275
Southern Asia,2020,-0.689
Afghanistan,2020,-1.716
Bangladesh,2020,-2.303
Bhutan,2020,0.427
India,2020,-0.396
Iran,2020,-0.677
Maldives,2020,22.844
Nepal,2020,1.486
Pakistan,2020,-1.11
Sri Lanka,2020,-4.631
 Eastern and South-Eastern Asia,2020,-0.246
Eastern Asia,2020,-0.125
China,2020,-0.245
Hong Kong,2020,3.992
Macao,2020,7.991
 Taiwan,2020,1.267
North Korea,2020,-0.212
Japan,2020,0.562
Mongolia,2020,-0.272
South Korea,2020,0.23
South-Eastern Asia,2020,-0.557
Brunei,2020,0
Cambodia,2020,-1.861
Indonesia,2020,-0.372
Laos,2020,-2.098
Malaysia,2020,1.596
Myanmar,2020,-3.05
Philippines,2020,-0.634
Singapore,2020,4.724
Thailand,2020,0.281
Timor-Leste,2020,-4.283
Vietnam,2020,-0.842
Latin America and the Caribbean,2020,-0.816
Caribbean,2020,-4.417
Antigua and Barbuda,2020,0
Aruba,2020,1.902
Bahamas,2020,2.606
Barbados,2020,-0.277
Cuba,2020,-1.271
Curacao,2020,3.177
Dominican Republic,2020,-2.84
Grenada,2020,-1.801
Guadeloupe,2020,-3.598
Haiti,2020,-3.168
Jamaica,2020,-3.873
Martinique,2020,-2.547
Puerto Rico,2020,-31.394
Saint Lucia,2020,0
Saint Vincent and the Grenadines,2020,-1.817
Trinidad and Tobago,2020,-0.578
United States Virgin Islands,2020,-4.306
Central America,2020,-0.695
Belize,2020,3.164
Costa Rica,2020,0.845
El Salvador,2020,-6.329
Guatemala,2020,-0.539
Honduras,2020,-0.715
Mexico,2020,-0.478
Nicaragua,2020,-3.311
Panama,2020,2.704
South America,2020,-0.498
Argentina,2020,0.109
Bolivia,2020,-0.843
Brazil,2020,0.102
Chile,2020,6.024
Colombia,2020,4.162
Ecuador,2020,2.15
French Guiana,2020,4.288
Guyana,2020,-7.722
Paraguay,2020,-2.396
Peru,2020,3.123
Suriname,2020,-1.745
Uruguay,2020,-0.871
Venezuela,2020,-22.327
Australia/New Zealand,2020,5.882
Australia,2020,6.403
New Zealand,2020,3.154
Oceania (excluding Australia and New Zealand),2020,-1.428
Melanesia,2020,-0.751
Fiji,2020,-7.027
New Caledonia,2020,1.804
Papua New Guinea,2020,-0.094
Solomon Islands,2020,-2.48
Vanuatu,2020,0.415
Micronesia (country),2020,-5.518
Guam,2020,-3.063
Kiribati,2020,-6.943
Micronesia (region),2020,-5.357
Polynesia,2020,-8.831
French Polynesia,2020,-3.61
Samoa,2020,-14.302
Tonga,2020,-7.747
Europe and Northern America,2020,2.308
Europe,2020,1.826
Eastern Europe,2020,0.412
Belarus,2020,0.924
Bulgaria,2020,-0.679
Czechia,2020,2.066
Hungary,2020,0.617
Poland,2020,-0.775
Moldova,2020,-0.342
Romania,2020,-3.779
Russia,2020,1.254
Slovakia,2020,0.273
Ukraine,2020,0.226
Northern Europe,2020,3.241
Channel Islands,2020,7.964
Denmark,2020,2.648
Estonia,2020,2.961
Finland,2020,2.54
Iceland,2020,1.132
Ireland,2020,4.923
Latvia,2020,-7.64
Lithuania,2020,-11.595
Norway,2020,5.273
Sweden,2020,4.027
United Kingdom,2020,3.898
Southern Europe,2020,0.843
Albania,2020,-4.854
Bosnia and Herzegovina,2020,-6.434
Croatia,2020,-1.919
Greece,2020,-1.518
Italy,2020,2.461
Malta,2020,2.057
Montenegro,2020,-0.765
North Macedonia,2020,-0.48
Portugal,2020,-0.584
Serbia,2020,0.454
Slovenia,2020,0.964
Spain,2020,0.856
Western Europe,2020,3.974
Austria,2020,7.351
Belgium,2020,4.196
France,2020,0.563
Germany,2020,6.569
Luxembourg,2020,16.334
Netherlands,2020,0.939
Switzerland,2020,6.135
Northern America,2020,3.296
Canada,2020,6.562
United States,2020,2.929
