id,name,unit,dataset_id,source_id,description,code,short_unit,timespan,coverage,display,original_metadata
2509,"16.b.1 - Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%) - VC_VOV_GDSD - Both sexes - No breakdown by disability - Ethnicity, colour, language, nationality",Percentage,0,240,,,%,2014 - 2020,,,
2510,"16.b.1 - Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%) - VC_VOV_GDSD - Both sexes - No breakdown by disability - Family status",Percentage,0,240,,,%,2014 - 2020,,,
2511,"16.b.1 - Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%) - VC_VOV_GDSD - Both sexes - No breakdown by disability - Marital status",Percentage,0,240,,,%,2014 - 2020,,,
2512,"16.b.1 - Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%) - VC_VOV_GDSD - Both sexes - No breakdown by disability - Gender identity",Percentage,0,240,,,%,2014 - 2020,,,
2513,"16.b.1 - Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%) - VC_VOV_GDSD - Both sexes - No breakdown by disability - Traditions",Percentage,0,240,,,%,2014 - 2020,,,
2514,"16.b.1 - Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%) - VC_VOV_GDSD - Both sexes - No breakdown by disability - Place of origin",Percentage,0,240,,,%,2014 - 2020,,,
2515,"16.b.1 - Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%) - VC_VOV_GDSD - Both sexes - No breakdown by disability - Language  or dialect",Percentage,0,240,,,%,2014 - 2020,,,
2516,"16.b.1 - Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%) - VC_VOV_GDSD - Both sexes - No breakdown by disability - Networking",Percentage,0,240,,,%,2014 - 2020,,,
2517,"16.b.1 - Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%) - VC_VOV_GDSD - Both sexes - No breakdown by disability - Ethnic",Percentage,0,240,,,%,2014 - 2020,,,
2518,"16.b.1 - Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%) - VC_VOV_GDSD - Both sexes - No breakdown by disability - Race",Percentage,0,240,,,%,2014 - 2020,,,
2519,"16.b.1 - Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%) - VC_VOV_GDSD - Both sexes - No breakdown by disability - Born out of wedlock",Percentage,0,240,,,%,2014 - 2020,,,
2520,"16.b.1 - Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%) - VC_VOV_GDSD - Both sexes - No breakdown by disability - Work status",Percentage,0,240,,,%,2014 - 2020,,,
2521,"16.b.1 - Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%) - VC_VOV_GDSD - Both sexes - Persons with disability - Ethnicity, colour, language",Percentage,0,240,,,%,2014 - 2020,,,
2522,"16.b.1 - Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%) - VC_VOV_GDSD - Both sexes - Persons with disability - Religion",Percentage,0,240,,,%,2014 - 2020,,,
2523,"16.b.1 - Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%) - VC_VOV_GDSD - Both sexes - Persons with disability - Sex",Percentage,0,240,,,%,2014 - 2020,,,
2524,"16.b.1 - Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%) - VC_VOV_GDSD - Both sexes - Persons with disability - Age",Percentage,0,240,,,%,2014 - 2020,,,
2525,"16.b.1 - Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%) - VC_VOV_GDSD - Both sexes - Persons with disability - Other",Percentage,0,240,,,%,2014 - 2020,,,
2526,"16.b.1 - Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%) - VC_VOV_GDSD - Both sexes - Persons with disability - All grounds or no breakdown",Percentage,0,240,,,%,2014 - 2020,,,
2527,"16.b.1 - Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%) - VC_VOV_GDSD - Both sexes - Persons with disability - Disability or health status",Percentage,0,240,,,%,2014 - 2020,,,
2528,"16.b.1 - Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%) - VC_VOV_GDSD - Both sexes - Persons with disability - Sexual orientation",Percentage,0,240,,,%,2014 - 2020,,,
2529,"16.b.1 - Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%) - VC_VOV_GDSD - Both sexes - Persons with disability - Socioeconomic status",Percentage,0,240,,,%,2014 - 2020,,,
2530,"16.b.1 - Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%) - VC_VOV_GDSD - Both sexes - Persons with disability - Migration status",Percentage,0,240,,,%,2014 - 2020,,,
2531,"16.b.1 - Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%) - VC_VOV_GDSD - Both sexes - Persons with disability - Geographic location",Percentage,0,240,,,%,2014 - 2020,,,
2532,"16.b.1 - Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%) - VC_VOV_GDSD - Both sexes - Persons with disability - Sexual orientation and gender identity",Percentage,0,240,,,%,2014 - 2020,,,
2533,"16.b.1 - Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%) - VC_VOV_GDSD - Both sexes - Persons with disability - Colour",Percentage,0,240,,,%,2014 - 2020,,,
2534,"16.b.1 - Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%) - VC_VOV_GDSD - Both sexes - Persons with disability - Political opinion",Percentage,0,240,,,%,2014 - 2020,,,
2535,"16.b.1 - Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%) - VC_VOV_GDSD - Both sexes - Persons with disability - Marital and family status",Percentage,0,240,,,%,2014 - 2020,,,
2536,"16.b.1 - Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%) - VC_VOV_GDSD - Both sexes - Persons with disability - Educational",Percentage,0,240,,,%,2014 - 2020,,,
2537,"16.b.1 - Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%) - VC_VOV_GDSD - Both sexes - Persons with disability - Gender identity",Percentage,0,240,,,%,2014 - 2020,,,
2538,"16.b.1 - Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%) - VC_VOV_GDSD - Both sexes - Persons with disability - Traditions",Percentage,0,240,,,%,2014 - 2020,,,
2539,"16.b.1 - Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%) - VC_VOV_GDSD - Both sexes - Persons with disability - Place of origin",Percentage,0,240,,,%,2014 - 2020,,,
2540,"16.b.1 - Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%) - VC_VOV_GDSD - Both sexes - Persons with disability - Language  or dialect",Percentage,0,240,,,%,2014 - 2020,,,
2541,"16.b.1 - Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%) - VC_VOV_GDSD - Both sexes - Persons with disability - Networking",Percentage,0,240,,,%,2014 - 2020,,,
2542,"16.b.1 - Proportion of population reporting having felt discriminated against, by grounds of discrimination, sex and disability (%) - VC_VOV_GDSD - Both sexes - Persons with disability - Born out of wedlock",Percentage,0,240,,,%,2014 - 2020,,,
2543,8.1.1 - Annual growth rate of real GDP per capita (%) - NY_GDP_PCAP,Percentage,0,432,,,%,2000 - 2020,,,
2544,"8.10.1 - Number of automated teller machines (ATMs) per 100,000 adults - FB_ATM_TOTL","Per 100,000 population",0,433,,,,2004 - 2020,,,
2545,"8.10.2 - Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older) - FB_BNK_ACCSS - Female",Percentage,0,434,,,%,2011 - 2017,,,
2546,"8.10.2 - Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older) - FB_BNK_ACCSS - Both sexes",Percentage,0,434,,,%,2011 - 2017,,,
2547,"8.10.2 - Proportion of adults (15 years and older) with an account at a financial institution or mobile-money-service provider, by sex (% of adults aged 15 years and older) - FB_BNK_ACCSS - Male",Percentage,0,434,,,%,2011 - 2017,,,
2548,"8.10.1 - Number of commercial bank branches per 100,000 adults - FB_CBK_BRCH","Per 100,000 population",0,435,,,,2004 - 2020,,,
2549,8.2.1 - Annual growth rate of real GDP per employed person (%) - SL_EMP_PCAP,Percentage,0,436,,,%,2000 - 2021,,,
2550,"8.3.1 - Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%) - SL_ISV_IFEM - Female - Non-agriculture",Percentage,0,437,,,%,2000 - 2021,,,
2551,"8.3.1 - Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%) - SL_ISV_IFEM - Female - Agriculture, forestry and fishing",Percentage,0,437,,,%,2000 - 2021,,,
2552,"8.3.1 - Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%) - SL_ISV_IFEM - Female - No breakdown",Percentage,0,437,,,%,2000 - 2021,,,
2553,"8.3.1 - Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%) - SL_ISV_IFEM - Both sexes - Non-agriculture",Percentage,0,437,,,%,2000 - 2021,,,
2554,"8.3.1 - Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%) - SL_ISV_IFEM - Both sexes - Agriculture, forestry and fishing",Percentage,0,437,,,%,2000 - 2021,,,
2555,"8.3.1 - Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%) - SL_ISV_IFEM - Both sexes - No breakdown",Percentage,0,437,,,%,2000 - 2021,,,
2556,"8.3.1 - Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%) - SL_ISV_IFEM - Male - Non-agriculture",Percentage,0,437,,,%,2000 - 2021,,,
2557,"8.3.1 - Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%) - SL_ISV_IFEM - Male - Agriculture, forestry and fishing",Percentage,0,437,,,%,2000 - 2021,,,
2558,"8.3.1 - Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%) - SL_ISV_IFEM - Male - No breakdown",Percentage,0,437,,,%,2000 - 2021,,,
2559,"8.3.1 - Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%) - SL_ISV_IFEM - Other - Non-agriculture",Percentage,0,437,,,%,2000 - 2021,,,
2560,"8.3.1 - Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%) - SL_ISV_IFEM - Other - Agriculture, forestry and fishing",Percentage,0,437,,,%,2000 - 2021,,,
2561,"8.3.1 - Proportion of informal employment, by sector and sex (ILO harmonized estimates) (%) - SL_ISV_IFEM - Other - No breakdown",Percentage,0,437,,,%,2000 - 2021,,,
2562,"8.4.1 - Material footprint per unit of GDP, by type of raw material (kilograms per constant 2015 United States dollar) - EN_MAT_FTPRPG",Kilograms per constant USD,0,438,,,kg,2000 - 2019,,,
2563,"8.4.2 - Domestic material consumption, by type of raw material (tonnes) - EN_MAT_DOMCMPT - Non-metallic minerals - industrial or agricultural dominant",Tonnes,0,439,,,,2000 - 2019,,,
2564,"8.4.2 - Domestic material consumption, by type of raw material (tonnes) - EN_MAT_DOMCMPT - Non-metallic minerals",Tonnes,0,439,,,,2000 - 2019,,,
2565,"8.4.2 - Domestic material consumption, by type of raw material (tonnes) - EN_MAT_DOMCMPT - Non-metallic minerals - construction dominant",Tonnes,0,439,,,,2000 - 2019,,,
2566,"8.4.2 - Domestic material consumption, by type of raw material (tonnes) - EN_MAT_DOMCMPT - Crop residues",Tonnes,0,439,,,,2000 - 2019,,,
2567,"8.4.2 - Domestic material consumption, by type of raw material (tonnes) - EN_MAT_DOMCMPT - Total or no breakdown",Tonnes,0,439,,,,2000 - 2019,,,
2568,"8.4.2 - Domestic material consumption, by type of raw material (tonnes) - EN_MAT_DOMCMPT - Petroleum",Tonnes,0,439,,,,2000 - 2019,,,
2569,"8.4.2 - Domestic material consumption, by type of raw material (tonnes) - EN_MAT_DOMCMPT - Fossil fuels",Tonnes,0,439,,,,2000 - 2019,,,
2570,"8.4.2 - Domestic material consumption, by type of raw material (tonnes) - EN_MAT_DOMCMPT - Wood",Tonnes,0,439,,,,2000 - 2019,,,
2571,"8.4.2 - Domestic material consumption, by type of raw material (tonnes) - EN_MAT_DOMCMPT - Grazed biomass and fodder crops",Tonnes,0,439,,,,2000 - 2019,,,
2572,"8.4.2 - Domestic material consumption, by type of raw material (tonnes) - EN_MAT_DOMCMPT - Coal",Tonnes,0,439,,,,2000 - 2019,,,
2573,"8.4.2 - Domestic material consumption, by type of raw material (tonnes) - EN_MAT_DOMCMPT - Oil shale and tar sands",Tonnes,0,439,,,,2000 - 2019,,,
2574,"8.4.2 - Domestic material consumption, by type of raw material (tonnes) - EN_MAT_DOMCMPT - Wild catch and harvest",Tonnes,0,439,,,,2000 - 2019,,,
2575,"8.4.2 - Domestic material consumption, by type of raw material (tonnes) - EN_MAT_DOMCMPT - Biomass",Tonnes,0,439,,,,2000 - 2019,,,
2576,"8.4.2 - Domestic material consumption, by type of raw material (tonnes) - EN_MAT_DOMCMPT - Crops",Tonnes,0,439,,,,2000 - 2019,,,
2577,"8.4.2 - Domestic material consumption, by type of raw material (tonnes) - EN_MAT_DOMCMPT - Non-ferrous ores",Tonnes,0,439,,,,2000 - 2019,,,
2578,"8.4.2 - Domestic material consumption, by type of raw material (tonnes) - EN_MAT_DOMCMPT - Metal ores",Tonnes,0,439,,,,2000 - 2019,,,
2579,"8.4.2 - Domestic material consumption, by type of raw material (tonnes) - EN_MAT_DOMCMPT - Ferrous ores",Tonnes,0,439,,,,2000 - 2019,,,
2580,"8.4.2 - Domestic material consumption, by type of raw material (tonnes) - EN_MAT_DOMCMPT - Natural gas",Tonnes,0,439,,,,2000 - 2019,,,
2581,"8.4.1 - Material footprint per capita, by type of raw material (tonnes) - EN_MAT_FTPRPC",Tonnes,0,440,,,,2000 - 2019,,,
2582,"8.4.2 - Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2015 United States dollars) - EN_MAT_DOMCMPG - Total or no breakdown",Kilograms per constant USD,0,441,,,kg,2000 - 2019,,,
2583,"8.4.2 - Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2015 United States dollars) - EN_MAT_DOMCMPG - Oil shale and tar sands",Kilograms per constant USD,0,441,,,kg,2000 - 2019,,,
2584,"8.4.2 - Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2015 United States dollars) - EN_MAT_DOMCMPG - Petroleum",Kilograms per constant USD,0,441,,,kg,2000 - 2019,,,
2585,"8.4.2 - Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2015 United States dollars) - EN_MAT_DOMCMPG - Wood",Kilograms per constant USD,0,441,,,kg,2000 - 2019,,,
2586,"8.4.2 - Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2015 United States dollars) - EN_MAT_DOMCMPG - Non-metallic minerals - industrial or agricultural dominant",Kilograms per constant USD,0,441,,,kg,2000 - 2019,,,
2587,"8.4.2 - Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2015 United States dollars) - EN_MAT_DOMCMPG - Wild catch and harvest",Kilograms per constant USD,0,441,,,kg,2000 - 2019,,,
2588,"8.4.2 - Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2015 United States dollars) - EN_MAT_DOMCMPG - Non-metallic minerals - construction dominant",Kilograms per constant USD,0,441,,,kg,2000 - 2019,,,
2589,"8.4.2 - Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2015 United States dollars) - EN_MAT_DOMCMPG - Crop residues",Kilograms per constant USD,0,441,,,kg,2000 - 2019,,,
2590,"8.4.2 - Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2015 United States dollars) - EN_MAT_DOMCMPG - Coal",Kilograms per constant USD,0,441,,,kg,2000 - 2019,,,
2591,"8.4.2 - Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2015 United States dollars) - EN_MAT_DOMCMPG - Non-ferrous ores",Kilograms per constant USD,0,441,,,kg,2000 - 2019,,,
2592,"8.4.2 - Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2015 United States dollars) - EN_MAT_DOMCMPG - Non-metallic minerals",Kilograms per constant USD,0,441,,,kg,2000 - 2019,,,
2593,"8.4.2 - Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2015 United States dollars) - EN_MAT_DOMCMPG - Grazed biomass and fodder crops",Kilograms per constant USD,0,441,,,kg,2000 - 2019,,,
2594,"8.4.2 - Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2015 United States dollars) - EN_MAT_DOMCMPG - Natural gas",Kilograms per constant USD,0,441,,,kg,2000 - 2019,,,
2595,"8.4.2 - Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2015 United States dollars) - EN_MAT_DOMCMPG - Metal ores",Kilograms per constant USD,0,441,,,kg,2000 - 2019,,,
2596,"8.4.2 - Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2015 United States dollars) - EN_MAT_DOMCMPG - Crops",Kilograms per constant USD,0,441,,,kg,2000 - 2019,,,
2597,"8.4.2 - Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2015 United States dollars) - EN_MAT_DOMCMPG - Fossil fuels",Kilograms per constant USD,0,441,,,kg,2000 - 2019,,,
2598,"8.4.2 - Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2015 United States dollars) - EN_MAT_DOMCMPG - Ferrous ores",Kilograms per constant USD,0,441,,,kg,2000 - 2019,,,
2599,"8.4.2 - Domestic material consumption per unit of GDP, by type of raw material (kilograms per constant 2015 United States dollars) - EN_MAT_DOMCMPG - Biomass",Kilograms per constant USD,0,441,,,kg,2000 - 2019,,,
2600,"8.4.1 - Material footprint, by type of raw material (tonnes) - EN_MAT_FTPRTN",Tonnes,0,442,,,,2000 - 2019,,,
2601,"8.4.2 - Domestic material consumption per capita, by type of raw material (tonnes) - EN_MAT_DOMCMPC - Coal",Tonnes,0,443,,,,2000 - 2019,,,
2602,"8.4.2 - Domestic material consumption per capita, by type of raw material (tonnes) - EN_MAT_DOMCMPC - Oil shale and tar sands",Tonnes,0,443,,,,2000 - 2019,,,
2603,"8.4.2 - Domestic material consumption per capita, by type of raw material (tonnes) - EN_MAT_DOMCMPC - Wood",Tonnes,0,443,,,,2000 - 2019,,,
2604,"8.4.2 - Domestic material consumption per capita, by type of raw material (tonnes) - EN_MAT_DOMCMPC - Non-metallic minerals - industrial or agricultural dominant",Tonnes,0,443,,,,2000 - 2019,,,
2605,"8.4.2 - Domestic material consumption per capita, by type of raw material (tonnes) - EN_MAT_DOMCMPC - Biomass",Tonnes,0,443,,,,2000 - 2019,,,
2606,"8.4.2 - Domestic material consumption per capita, by type of raw material (tonnes) - EN_MAT_DOMCMPC - Wild catch and harvest",Tonnes,0,443,,,,2000 - 2019,,,
2607,"8.4.2 - Domestic material consumption per capita, by type of raw material (tonnes) - EN_MAT_DOMCMPC - Petroleum",Tonnes,0,443,,,,2000 - 2019,,,
2608,"8.4.2 - Domestic material consumption per capita, by type of raw material (tonnes) - EN_MAT_DOMCMPC - Crop residues",Tonnes,0,443,,,,2000 - 2019,,,
2609,"8.4.2 - Domestic material consumption per capita, by type of raw material (tonnes) - EN_MAT_DOMCMPC - Non-ferrous ores",Tonnes,0,443,,,,2000 - 2019,,,
2610,"8.4.2 - Domestic material consumption per capita, by type of raw material (tonnes) - EN_MAT_DOMCMPC - Crops",Tonnes,0,443,,,,2000 - 2019,,,
2611,"8.4.2 - Domestic material consumption per capita, by type of raw material (tonnes) - EN_MAT_DOMCMPC - Non-metallic minerals - construction dominant",Tonnes,0,443,,,,2000 - 2019,,,
2612,"8.4.2 - Domestic material consumption per capita, by type of raw material (tonnes) - EN_MAT_DOMCMPC - Non-metallic minerals",Tonnes,0,443,,,,2000 - 2019,,,
2613,"8.4.2 - Domestic material consumption per capita, by type of raw material (tonnes) - EN_MAT_DOMCMPC - Total or no breakdown",Tonnes,0,443,,,,2000 - 2019,,,
2614,"8.4.2 - Domestic material consumption per capita, by type of raw material (tonnes) - EN_MAT_DOMCMPC - Grazed biomass and fodder crops",Tonnes,0,443,,,,2000 - 2019,,,
2615,"8.4.2 - Domestic material consumption per capita, by type of raw material (tonnes) - EN_MAT_DOMCMPC - Fossil fuels",Tonnes,0,443,,,,2000 - 2019,,,
2616,"8.4.2 - Domestic material consumption per capita, by type of raw material (tonnes) - EN_MAT_DOMCMPC - Metal ores",Tonnes,0,443,,,,2000 - 2019,,,
2617,"8.4.2 - Domestic material consumption per capita, by type of raw material (tonnes) - EN_MAT_DOMCMPC - Ferrous ores",Tonnes,0,443,,,,2000 - 2019,,,
2618,"8.4.2 - Domestic material consumption per capita, by type of raw material (tonnes) - EN_MAT_DOMCMPC - Natural gas",Tonnes,0,443,,,,2000 - 2019,,,
2619,"8.5.2 - Unemployment rate, by sex and age (%) - SL_TLF_UEM - 15 years old and over - Male",Percentage,0,444,,,%,2000 - 2021,,,
2620,"8.5.2 - Unemployment rate, by sex and age (%) - SL_TLF_UEM - 15 years old and over - Both sexes",Percentage,0,444,,,%,2000 - 2021,,,
2621,"8.5.2 - Unemployment rate, by sex and age (%) - SL_TLF_UEM - 15 years old and over - Female",Percentage,0,444,,,%,2000 - 2021,,,
2622,"8.5.2 - Unemployment rate, by sex and age (%) - SL_TLF_UEM - 15 years old and over - Other",Percentage,0,444,,,%,2000 - 2021,,,
2623,"8.5.2 - Unemployment rate, by sex and age (%) - SL_TLF_UEM - 25 years old and over - Male",Percentage,0,444,,,%,2000 - 2021,,,
2624,"8.5.2 - Unemployment rate, by sex and age (%) - SL_TLF_UEM - 25 years old and over - Both sexes",Percentage,0,444,,,%,2000 - 2021,,,
2625,"8.5.2 - Unemployment rate, by sex and age (%) - SL_TLF_UEM - 25 years old and over - Female",Percentage,0,444,,,%,2000 - 2021,,,
2626,"8.5.2 - Unemployment rate, by sex and age (%) - SL_TLF_UEM - 25 years old and over - Other",Percentage,0,444,,,%,2000 - 2021,,,
2627,"8.5.2 - Unemployment rate, by sex and age (%) - SL_TLF_UEM - 15 to 24 years old - Male",Percentage,0,444,,,%,2000 - 2021,,,
2628,"8.5.2 - Unemployment rate, by sex and age (%) - SL_TLF_UEM - 15 to 24 years old - Both sexes",Percentage,0,444,,,%,2000 - 2021,,,
2629,"8.5.2 - Unemployment rate, by sex and age (%) - SL_TLF_UEM - 15 to 24 years old - Female",Percentage,0,444,,,%,2000 - 2021,,,
2630,"8.5.1 - Average hourly earnings of employees by sex and occupation (local currency) - SL_EMP_EARN - Both sexes - Skilled agricultural, forestry and fishery workers (isco-08)",Current local currency,0,445,,,,2000 - 2021,,,
2631,8.5.1 - Average hourly earnings of employees by sex and occupation (local currency) - SL_EMP_EARN - Both sexes - Not elsewhere classified (isco-08),Current local currency,0,445,,,,2000 - 2021,,,
2632,8.5.1 - Average hourly earnings of employees by sex and occupation (local currency) - SL_EMP_EARN - Both sexes - Technicians and associate professionals (isco-08),Current local currency,0,445,,,,2000 - 2021,,,
2633,8.5.1 - Average hourly earnings of employees by sex and occupation (local currency) - SL_EMP_EARN - Both sexes - Craft and related trades workers (isco-08),Current local currency,0,445,,,,2000 - 2021,,,
2634,8.5.1 - Average hourly earnings of employees by sex and occupation (local currency) - SL_EMP_EARN - Both sexes - Professionals (isco-08),Current local currency,0,445,,,,2000 - 2021,,,
2635,8.5.1 - Average hourly earnings of employees by sex and occupation (local currency) - SL_EMP_EARN - Both sexes - Clerical support workers (isco-08),Current local currency,0,445,,,,2000 - 2021,,,
2636,8.5.1 - Average hourly earnings of employees by sex and occupation (local currency) - SL_EMP_EARN - Both sexes - Managers (isco-08),Current local currency,0,445,,,,2000 - 2021,,,
2637,8.5.1 - Average hourly earnings of employees by sex and occupation (local currency) - SL_EMP_EARN - Both sexes - Service and sales workers (isco-08),Current local currency,0,445,,,,2000 - 2021,,,
2638,8.5.1 - Average hourly earnings of employees by sex and occupation (local currency) - SL_EMP_EARN - Both sexes - Elementary occupations (isco-08),Current local currency,0,445,,,,2000 - 2021,,,
2639,8.5.1 - Average hourly earnings of employees by sex and occupation (local currency) - SL_EMP_EARN - Both sexes - Armed forces occupations (isco-08),Current local currency,0,445,,,,2000 - 2021,,,
2640,"8.5.1 - Average hourly earnings of employees by sex and occupation (local currency) - SL_EMP_EARN - Both sexes - Plant and machine operators, and assemblers (isco-08)",Current local currency,0,445,,,,2000 - 2021,,,
2641,8.5.1 - Average hourly earnings of employees by sex and occupation (local currency) - SL_EMP_EARN - Both sexes - No breakdown,Current local currency,0,445,,,,2000 - 2021,,,
2642,8.5.1 - Average hourly earnings of employees by sex and occupation (local currency) - SL_EMP_EARN - Both sexes - Craft and related trades workers (isco-88),Current local currency,0,445,,,,2000 - 2021,,,
2643,8.5.1 - Average hourly earnings of employees by sex and occupation (local currency) - SL_EMP_EARN - Both sexes - Plant and machine operators and assemblers (isco-88),Current local currency,0,445,,,,2000 - 2021,,,
2644,8.5.1 - Average hourly earnings of employees by sex and occupation (local currency) - SL_EMP_EARN - Both sexes - Elementary occupations (isco-88),Current local currency,0,445,,,,2000 - 2021,,,
2645,8.5.1 - Average hourly earnings of employees by sex and occupation (local currency) - SL_EMP_EARN - Both sexes - Service workers and shop and market sales workers (isco-88),Current local currency,0,445,,,,2000 - 2021,,,
2646,8.5.1 - Average hourly earnings of employees by sex and occupation (local currency) - SL_EMP_EARN - Both sexes - Clerks (isco-88),Current local currency,0,445,,,,2000 - 2021,,,
2647,8.5.1 - Average hourly earnings of employees by sex and occupation (local currency) - SL_EMP_EARN - Both sexes - Technicians and associate professionals (isco-88),Current local currency,0,445,,,,2000 - 2021,,,
2648,"8.5.1 - Average hourly earnings of employees by sex and occupation (local currency) - SL_EMP_EARN - Both sexes - Legislators, senior officials and managers (isco-88)",Current local currency,0,445,,,,2000 - 2021,,,
2649,8.5.1 - Average hourly earnings of employees by sex and occupation (local currency) - SL_EMP_EARN - Both sexes - Professionals (isco-88),Current local currency,0,445,,,,2000 - 2021,,,
2650,8.5.1 - Average hourly earnings of employees by sex and occupation (local currency) - SL_EMP_EARN - Both sexes - Not elsewhere classified (isco-88),Current local currency,0,445,,,,2000 - 2021,,,
2651,8.5.1 - Average hourly earnings of employees by sex and occupation (local currency) - SL_EMP_EARN - Both sexes - Armed forces (isco-88),Current local currency,0,445,,,,2000 - 2021,,,
2652,8.5.1 - Average hourly earnings of employees by sex and occupation (local currency) - SL_EMP_EARN - Both sexes - Skilled agricultural and fishery workers (isco-88),Current local currency,0,445,,,,2000 - 2021,,,
2653,"8.5.1 - Average hourly earnings of employees by sex and occupation (local currency) - SL_EMP_EARN - Male - Skilled agricultural, forestry and fishery workers (isco-08)",Current local currency,0,445,,,,2000 - 2021,,,
2654,8.5.1 - Average hourly earnings of employees by sex and occupation (local currency) - SL_EMP_EARN - Male - Not elsewhere classified (isco-08),Current local currency,0,445,,,,2000 - 2021,,,
2655,8.5.1 - Average hourly earnings of employees by sex and occupation (local currency) - SL_EMP_EARN - Male - Technicians and associate professionals (isco-08),Current local currency,0,445,,,,2000 - 2021,,,
2656,8.5.1 - Average hourly earnings of employees by sex and occupation (local currency) - SL_EMP_EARN - Male - Craft and related trades workers (isco-08),Current local currency,0,445,,,,2000 - 2021,,,
2657,8.5.1 - Average hourly earnings of employees by sex and occupation (local currency) - SL_EMP_EARN - Male - Professionals (isco-08),Current local currency,0,445,,,,2000 - 2021,,,
2658,8.5.1 - Average hourly earnings of employees by sex and occupation (local currency) - SL_EMP_EARN - Male - Clerical support workers (isco-08),Current local currency,0,445,,,,2000 - 2021,,,
2659,8.5.1 - Average hourly earnings of employees by sex and occupation (local currency) - SL_EMP_EARN - Male - Managers (isco-08),Current local currency,0,445,,,,2000 - 2021,,,
2660,8.5.1 - Average hourly earnings of employees by sex and occupation (local currency) - SL_EMP_EARN - Male - Service and sales workers (isco-08),Current local currency,0,445,,,,2000 - 2021,,,
