tag,dataset_id,id,name,unit,notes
v2cademmob,0,683,Mobilization for democracy,"0: There have been virtually no events.1: There have been several small-scale events.2: There have been many small-scale events.3: There have been several large-scale and small-scale events.4: There have been many large-scale and small-scale events.
Ordinal, converted to interval by the measurement model.","In this year, how frequent and large have events of mass mobilization for pro-democratic aims been?
Events are pro-democratic if they are organized with the explicit aim to advance and/or protect democratic institutions such as free and fair elections with multiple parties, and courts and parliaments; or if they are in support of civil liberties such as freedom of association and speech. This question concerns the mobilization of citizens for mass events such as demonstrations, strikes and sit-ins."
v2cldmovem,0,684,Freedom of domestic movement for men,"0: Virtually no men enjoy full freedom of movement (e.g., North Korea). 1: Some men enjoy full freedom of movement, but most do not (e.g., Apartheid South Africa). 2: Most men enjoy some freedom of movement but a sizeable minority does not. Alternatively all men enjoy partial freedom of movement. 3: Most men enjoy full freedom of movement but a small minority does not. 4: Virtually all men enjoy full freedom of movement.
Ordinal, converted to interval by the measurement model.","Do men enjoy freedom of movement within the country?
This indicator specifies the extent to which all men are able to move freely, in daytime and nighttime, in public thoroughfares, across regions within a country, and to establish permanent residency where they wish. Note that restrictions in movement might be imposed by the state and/or by informal norms and practices. Such restrictions sometimes fall on rural residents, on specific social groups, or on dissidents. This question does not ask you to assess the relative freedom of men and women. Thus, it is possible to assign the lowest possible score to a country even if men and women enjoy equal --- and extremely low --- freedom of movement. Do not consider restrictions in movement that are placed on ordinary (non-political) criminals. Do not consider restrictions in movement that result from crime or unrest."
v2lgwarlaw,0,685,Legislature declares war by law,"0: No.1: Yes.
Dichotomous.","By law, is the approval of the lower (or unicameral) chamber of the legislature necessary to declare war?
Converted from (B) to (A) coding. V-Dem Country Coordinators answers were used for country-years where data was missing in CCP (Elkins et al. 2012).
Source: CCP (Elkins et al. 2012), v488; National constitutions; V-Dem country coordinators."
v2cldmovew,0,686,Freedom of domestic movement for women,"0: Virtually no women enjoy full freedom of movement (e.g., North Korea or Afghanistan under the Taliban). 1: Some women enjoy full freedom of movement, but most do not (e.g., Apartheid South Africa). 2: Most women enjoy some freedom of movement but a sizeable minority does not. Alternatively all women enjoy partial freedom of movement. 3: Most women enjoy full freedom of movement but a small minority does not. 4: Virtually all women enjoy full freedom of movement.
Ordinal, converted to interval by the measurement model.","Do women enjoy freedom of movement within the country?
This indicator specifies the extent to which all women are able to move freely, in daytime and nighttime, in public thoroughfares, across regions within a country, and to establish permanent residency where they wish. Note that restrictions in movement might be imposed by the state and/or by informal norms and practices. Such restrictions sometimes fall on rural residents, on specific social groups, or on dissidents. This question does not ask you to assess the relative freedom of men and women. Thus, it is possible to assign the lowest possible score to a country even if men and women enjoy equal --- and extremely low --- freedom of movement. Do not consider restrictions in movement that are placed on ordinary (non-political) criminals. Do not consider restrictions in movement that result from crime or unrest."
v2cldiscw,0,687,Freedom of discussion for women,"0: Not respected. Hardly any freedom of expression exists for women. Women are subject to immediate and harsh intervention and harassment for expression of political opinion. 1: Weakly respected. Expressions of political opinions by women are frequently exposed to intervention and harassment. 2: Somewhat respected. Expressions of political opinions by women are occasionally exposed to intervention and harassment. 3: Mostly respected. There are minor restraints on the freedom of expression in the private sphere, predominantly limited to a few isolated cases or only linked to soft sanctions. But as a rule there is no intervention or harassment if women make political statements. 4: Fully respected. Freedom of speech by women in their homes and in public spaces is not restricted.
Ordinal, converted to interval by the measurement model.","Are women able to openly discuss political issues in private homes and in public spaces?
This indicator specifies the extent to which women are able to engage in private discussions, particularly on political issues, in private homes and public spaces (restaurants, public transportation, sports events, work etc.) without fear of harassment by other members of the polity or the public authorities. We are interested in restrictions by the government and its agents but also cultural restrictions or customary laws that are enforced by other members of the polity, sometimes in informal ways. This question does not ask you to assess the relative freedom of men and women. Thus, it is possible to assign the lowest possible score to a country even if men and women enjoy equal --- and extremely low --- rights to freedom of discussion."
v2lgdsadlo,0,688,Representation of disadvantaged social groups,"0 (1): They have no representation at all.1 (2): They are highly under-represented relative to their proportion of the general population.2 (3): They are slightly under-represented relative to their proportion of the general population.3 (4): They are represented roughly equal relative to their proportion of the general population.4 (5): They are over-represented relative to their proportion of the general population.
Ordinal, converted to interval by the measurement model.","Considering all disadvantaged social groups in the country, how well represented are these groups, as a whole, in the national legislature?
Disadvantage refers to socioeconomic disadvantage. Specifically, in order to be considered disadvantaged members of a social group must have an average income that is significantly below the median national income.
As of December 2014, the former category 0: There are no disadvantaged groups in the society, is coded as a separate variable (v2lgdsadlobin). The variable is then rebased to zero."
v2lgdsadlobin,0,689,Representation of disadvantaged social groups binary,"0: No.1: Yes.
Dichotomous, converted to interval by the measurement model.","Are there disadvantaged groups in the society?
Disadvantage refers to socioeconomic disadvantage. Specifically, in order to be considered disadvantaged members of a social group must have an average income that is significantly below the median national income."
v2ex_legconhos,0,690,HOS appointed by legislature,"0: No. 1: Yes.
Dichotomous.","Is the head of state HOS appointed by the legislature, or is the approval of the legislature necessary for the appointment of the head of state?
Source: v2expathhs v2exaphos"
v2catrauni,0,691,Engagement in independent trade unions,"0: Virtually no one.1: A small share of the population (less than 5).2: A moderate share of the population (about 5 to 15 ).3: A large share of the population (about 16 to 25).4: A very large share of the population (about 26 or more).
Ordinal, converted to interval by the measurement model.","What share of the population is regularly active in independent trade unions?
An organization is independent if it is not controlled by the state or the ruling party and membership is voluntary. We consider an individual as active if they attend a meeting, activity or event at least twice a year."
v2caprotac,0,692,Constitutional protection for academic freedom,"0: No.1: Yes.95: Constitution suspended.97: Other, or undetermined.99: Missing.
Ordinal","Do constitutional provisions for the protection of academic freedom exist?
Source: Elkins et al. (2020)"
v2lginelup,0,693,Percentage of indirectly elected legislators upper chamber,"Percent.
Interval.","What percentage of the upper chamber of the legislature is indirectly elected?
Indirect elections include elections by local/regional parliaments, country/city councilors or similar. Exceptions to the norm of indirect election include members who are appointed, e.g., by an executive, the military, or a theocratic body. We are not concerned with non-voting members or with members of the legislature who do not possess the powers of most legislators.
Source: Nohlen et al. (1999, 2002, 2005, 2010); Chronicle of Parliamentary Elections (IPU); Websites of national parliaments."
v2xcl_dmove,0,694,Freedom of domestic movement,"
Interval, from low to high (0-1).","Do citizens enjoy freedom of movement and residence?
This indicator specifies the extent to which citizens are able to move freely, in daytime and nighttime, in public thoroughfares, across regions within a country, and to establish permanent residency where they wish. Note that restrictions in movement might be imposed by the state and/or by informal norms and practices. Such restrictions sometimes fall on rural residents, on specific social groups, or on dissidents. Do not consider restrictions in movement that are placed on ordinary non-political criminals. Do not consider restrictions in movement that result from crime or unrest.
We estimate the index by averaging two indicators: freedom of domestic movement for men (v2cldmovem) and women (v2cldmovew).
Source: v2cldmovem v2cldmovew"
v2cacritic,0,695,Academics as critics,"0: Not at all. Scholars and university students do not publicly express criticism of government policies.1: To a small extent. Scholars and university students publicly express minor criticism of government policies.2: To a moderate extent. Scholars and university students publicly express moderate criticism of government policies.3: To a large extent. Scholars and university students publicly express substantive criticism of government policies.4: To a major extent. Scholars and university students publicly express fundamental criticism of government policies.
Ordinal, converted to interval by the measurement model.","To what extent do scholars and university students publicly criticize government policies?
Public criticism of government policies can take place inside or outside of campus and can take the form of individual or collective action. Public criticism can be conveyed for example through the publication of op-eds on current affairs, the signing of open letters or petitions, the taking part in or organization of public protests, or the holding of conferences or critical lectures to students or the public."
v2exdeathog,0,696,HOG year of death,"Date --- year only
Interval","In what year did the head of government die?
Source: worldstatesman.org."
v2caviol,0,697,Political violence,"0: Not at all. Non-state actors did not use political violence.1: Rare. Non-state actors rarely used political violence.2: Occasionally. Non-state actors occasionally used political violence.3: Frequently. Non-state actors frequently used political violence.4: Often. Non-state actors often used political violence.
Ordinal, converted to interval by the measurement model.","How often have non-state actors used political violence against persons this year?
We understand political violence as the use of physical force to achieve political objectives by non-state actors. The restriction to political objectives excludes profit-driven crime-related violence, for instance. By non-state actors we refer to individuals or entities that are not formally part of the state. Thus, politically oriented militias and youth groups count as non-state actors even though they might potentially be informally affiliated with the ruling party or the state. Political violence against persons excludes psychological and symbolic violence (e.g. destruction of objects)."
v2cacamps,0,698,Political polarization,"0: Not at all. Supporters of opposing political camps generally interact in a friendly manner.1: Mainly not. Supporters of opposing political camps are more likely to interact in a friendly than a hostile manner.2: Somewhat. Supporters of opposing political camps are equally likely to interact in a friendly or hostile manner.3: Yes, to noticeable extent. Supporters of opposing political camps are more likely to interact in a hostile than friendly manner.4: Yes, to a large extent. Supporters of opposing political camps generally interact in a hostile manner.
Ordinal, converted to interval by the measurement model.","Is society polarized into antagonistic, political camps?
Here we refer to the extent to which political differences affect social relationships beyond political discussions. Societies are highly polarized if supporters of opposing political camps are reluctant to engage in friendly interactions, for example, in family functions, civic associations, their free time activities and workplaces"
v2caassemb,0,699,Freedom of peaceful assembly,"0: Never. State authorities do not allow peaceful assemblies and are willing to use lethal force to prevent them.1: Rarely. State authorities rarely allow peaceful assemblies, but generally avoid using lethal force to prevent them.2: Sometimes. State authorities sometimes allow peaceful assemblies, but often arbitrarily deny citizens the right to assemble peacefully.3: Mostly. State authorities generally allow peaceful assemblies, but in rare cases arbitrarily deny citizens the right to assemble peacefully.4: Almost always. State authorities almost always allow and actively protect peaceful assemblies except in rare cases of lawful, necessary, and proportionate limitations.
Ordinal, converted to interval by the measurement model.","To what extent do state authorities respect and protect the right of peaceful assembly?
This question focuses on the ability to assemble publically in practice. An assembly is “an intentional and temporary presence of a number of individuals in a public place, for a common expressive purpose” (ODIHR and Venice Commission of the Council of Europe 2010). Authorities may limit the right to assembly only if limitations are necessary in the interests of national security or public safety, public order, the protection of public health or morals, or the protection of the rights and freedoms of others, and are lawful, necessary, and proportionate to the aim pursued. Such reasonable and legal restrictions should not be considered when answering. However, if there is evidence that restrictions are used as a pretext for political reasons, this evidence should be considered."
v2caconmob,0,701,Mass mobilization concentration,"0: Yes. Events of mass mobilization were much more frequent in the capital.1: Somewhat. Events of mass mobilization were somewhat more frequent in the capital.2: No. Events of mass mobilization were as common in many cities across the country as in the capital or did not take place at all.3: No. Events of mass mobilization were more common in cities other than the capital.
Ordinal, converted to interval by the measurement model.","Were mass mobilization events concentrated in the capital?
This question is about the geographic location of the events and not their intensity. In the unlikely event that no event at all took place, code option 2. This question concerns the mobilization of citizens for mass events such as demonstrations, strikes and sit-ins. These events are typically organized by non-state actors, but the question also concerns state-orchestrated rallies (e.g. to show support of an autocratic government)."
v2caautmob,0,702,Mobilization for autocracy,"0: There have been virtually no events.1: There have been several small-scale events.2: There have been many small-scale events.3: There have been several large-scale and small-scale events.4: There have been many large-scale and small-scale events.
Ordinal, converted to interval by the measurement model.","In this year, how frequent and large have events of mass mobilization for pro-autocratic aims been?
Events are pro-autocratic if they are organized explicitly in support of non-democratic rulers and forms of government such as a one-party state, monarchy, theocracy or military dictatorships. Events are also pro-autocratic if they are organized in support of leaders that question basic principles of democracy, or are generally are aiming to undermine democratic ideas and institutions such as the rule of law, free and fair elections, or media freedom. This question concerns the mobilization of citizens for mass events such as demonstrations, strikes, sit. These events are typically organized by non-state actors, but the question also concerns also count state-orchestrated rallies (e.g. to show support of an autocratic government)."
v2castate,0,703,Engagement in state-administered mass organizations,"0: Virtually no one.1: A small share of the population (less than 5).2: A moderate share of the population (about 5 to 15 ).3: A large share of the population (about 16 to 25).4: A very large share of the population (about 26 or more).
Ordinal, converted to interval by the measurement model.","What share of the population is regularly active in state-administered mass associations, such as women, worker or youth leagues?
State-administered mass associations are civilian organizations created and led by the government or the ruling party. Large shares of specific societal groups are voluntary or compulsory members of these associations. Examples include youth leagues such as the Hitlerjugend in Nazi Germany and the pioneers in the Soviet Union, women leagues such as the Women’s Federation in China or the Federacion de Mujeres Cubanas and official trade unions in the Soviet Union. Such organizations are formally or informally affiliated with the state and/or with the ruling party. We consider an individual as active if they attend a meeting, activity or event at least twice a year."
v2capolit,0,704,Engagement in independent political associations,"0: Virtually no one.1: A small share of the population (less than 5).2: A moderate share of the population (about 5 to 15 ).3: A large share of the population (about 16 to 25).4: A very large share of the population (about 26 or more).
Ordinal, converted to interval by the measurement model.","What share of the population is regularly active in independent political interest associations, such as environmental associations, animal rights groups, or LGBT rights groups?
Political associations include all associations whose main purpose is the change of policy or practice at the state or societal level. It does NOT include political parties or trade unions. An organization is independent if it is not controlled by the state or the ruling party and membership is voluntary. We consider an individual as active if they attend a meeting, activity or event at least twice a year."
v2canonpol,0,705,Engagement in independent non-political associations,"0: Virtually no one.1: A small share of the population (less than 5).2: A moderate share of the population (about 5 to 15 ).3: A large share of the population (about 16 to 25).4: A very large share of the population (about 26 or more).
Ordinal, converted to interval by the measurement model.","What share of the population is regularly active in independent non-political associations, such as sports clubs, literary societies, charities, fraternal groups, or support groups?
Non-political associations include all associations whose main purpose is not the change of policy or practice at the state or societal level. It does NOT include political parties, or trade unions. An organization is independent if it is not controlled by the state or the ruling party and membership is voluntary. We consider an individual as active if they attend a meeting activity or event at least twice a year."
v2canuni,0,706,Total number of universities,"Numeric
Interval","What is the total number of universities?
The total number of universities founded in or before the given year. Universities are considered to be degree-granting institutions of higher education that grant at least one bachelor's degree or its equivalent, corresponding to International Standard Classification of Education (ISCED) levels 6-8.
Source: Apfeld (2019)"
v2cafexch,0,707,Freedom of academic exchange and dissemination,"0: Completely restricted. Academic exchange and dissemination is, across all disciplines, consistently subject to censorship, self-censorship or other restrictions.1: Severely restricted. Academic exchange and dissemination is, in some disciplines, consistently subject to censorship, self-censorship or other restrictions.2: Moderately restricted. Academic exchange and dissemination is occasionally subject to censorship, self-censorship or other restrictions.3: Mostly free. Academic exchange and dissemination is rarely subject to censorship, self-censorship or other restrictions.4: Fully free. Academic exchange and dissemination is not subject to censorship, self-censorship or other restrictions.
Ordinal, converted to interval by the measurement model.","To what extent are scholars free to exchange and communicate research ideas and findings?
Free academic exchange includes uncensored access to research material, unhindered participation in national or international academic conferences, and the uncensored publication of academic material. Free dissemination refers to the unrestricted possibility for scholars to share and explain research findings in their field of expertise to non-academic audiences through media engagement or public lectures."
v2lgbicam,0,708,Legislature bicameral,"0: 0 chambers. 1: 1 chamber. 2: 2 or more chambers.
Ordinal.","How many chambers does the legislature contain?
The number of chambers have been pre-coded for as many years as possible. This means that the score has already been entered, so we are asking you only to add your confidence in the precoded rating. If there is a change in the number of chambers, this is coded on the exact date of when the change occurred, for example the exact date of when a legislature was dissolved, or when the lower and/or upper chamber was established (usually coded on the date when the new legislature first meets; otherwise on the date of the legislative election where the composition of the new legislature was decided).
For the country-year aggregation of the dataset, we have taken the minimum value of v2lgbicam. Constituent assemblies that perform other functions except for drafting and adopting a new constitution (e.g. legislating, electing president, adopting budget, etc) are coded as 1 (1 chamber). In cases when a parliament consists of three or more chambers, one of the chamber names is coded in the variable ''Lower chamber legislature name'' (v2lgnamelo), while the others are listed in the variable ~Upper chamber name~ (v2lgnameup). South Africa had a three-chamber parliament during the period of 1984-1994. Subsequently, variable v2lgbicam is coded 2, v2lgnamelo is coded ''House of Assembly'', and v2lgnameup enlists ''House of Representatives, House of Delegates''.
Source: Nohlen et al. (1999, 2002, 2005, 2010); Chronicle of Parliamentary Elections (IPU); IFES; Websites of national parliaments; National constitutions; Reif (2011, 2012); CCP (Elkins et al. 2012), v191."
v2lglegpup,0,710,Upper chamber legislates in practice,"0: No. Legislation is routinely passed without the approval of the upper chamber of the legislature. 1: Yes, usually. Legislation is usually passed with the approval of the upper chamber of the legislature, but occasionally the legislature is by-passed. 2: Yes, always. Legislation of any consequence is always approved by the upper chamber of the legislature.
Ordinal, converted to interval by the measurement model.","In practice, is the approval of the upper chamber of the legislature required to pass legislation?"
v2lgqstexp,0,711,Legislature questions officials in practice,"0: No --- never or very rarely. 1: Yes --- routinely.
Dichotomous, converted to interval by the measurement model.","In practice, does the legislature routinely question executive branch officials?
By ''question'' we mean, for example, the power of summons through which the head of state or head of government could be forced to explain its policies or testify."
v2lginvstp,0,712,Legislature investigates in practice,"0: Extremely unlikely. 1: Unlikely. 2: As likely as not. 3: Likely. 4: Certain or nearly certain.
Ordinal, converted to interval by the measurement model.","If the executive were engaged in unconstitutional, illegal, or unethical activity, how likely is it that a legislative body (perhaps a whole chamber, perhaps a committee, whether aligned with government or opposition) would conduct an investigation that would result in a decision or report that is unfavorable to the executive?"
v2lgotovst,0,713,Executive oversight,"0: Extremely unlikely. 1: Unlikely. 2: Very uncertain. 3: Likely. 4: Certain or nearly certain.
Ordinal, converted to interval by the measurement model.","If executive branch officials were engaged in unconstitutional, illegal, or unethical activity, how likely is it that a body other than the legislature, such as a comptroller general, general prosecutor, or ombudsman, would question or investigate them and issue an unfavorable decision or report?"
v2xcl_disc,0,714,Freedom of discussion,"
Interval, from low to high (0-1).","Are citizens able to openly discuss political issues in private homes and in public spaces?
This indicator specifies the extent to which citizens are able to engage in private discussions, particularly on political issues, in private homes and public spaces restaurants, public transportation, sports events, work etc. without fear of harassment by other members of the polity or the public authorities. We are interested in restrictions by the government and its agents but also cultural restrictions or customary laws that are enforced by other members of the polity, sometimes in informal ways.
We estimate the index by averaging two indicators: freedom of discussion for men (v2cldiscm) and women (v2cldiscw).
Source: v2cldiscm v2cldiscw"
v2lgcrrpt,0,715,Legislature corrupt activities,"0: Commonly. Most legislators probably engage in these activities. 1: Often. Many legislators probably engage in these activities. 2: Sometimes. Some legislators probably engage in these activities. 3: Very occasionally. There may be a few legislators who engage in these activities but the vast majority do not. 4: Never, or hardly ever.
Ordinal, converted to interval by the measurement model.","Do members of the legislature abuse their position for financial gain?
This includes any of the following: (a) accepting bribes, (b) helping to obtain government contracts for firms that the legislator (or his/her family/friends/political supporters) own, (c) doing favors for firms in exchange for the opportunity of employment after leaving the legislature, (d) stealing money from the state or from campaign donations for personal use. Please make your best estimate, based upon what is known or suspected to be true.
For reasons of consistency, as of December, 2014, responses to this question are reversed so that the least democratic response is ''0'' and the most democratic is ''4''."
v2lgfunds,0,716,Legislature controls resources,"0: No. The benefits legislators receive or the finances needed for the legislature's operation depend on remaining in good standing with an outside authority, such as the executive. 1: Yes.
Dichotomous, converted to interval by the measurement model.","In practice, does the legislature control the resources that finance its own internal operations and the perquisites of its members?"
v2xcl_acjst,0,717,Access to justice,"
Interval, from low to high (0-1).","Do citizens enjoy secure and effective access to justice?
We estimate the index by averaging two indicators: access to justice for men (v2clacjstm) and women (v2clacjstw).
Source: v2clacjstm v2clacjstw"
v2ddlexci,0,718,Initiatives permitted,"0: Not allowed. 1: Allowed but non-binding (or with an intervening institutional veto). 2: Allowed and binding.
Ordinal.","Is there legal provision for initiatives?
These are measures placed on the ballot through a citizen petition process, not by the legislature or the executive. They may concern either a new law or a constitutional amendment.
Converted from (B) to (A) coding by David Altman."
v2ddsignci,0,719,Initiatives signatures,"Numeric.
Interval.","How many signatures are required in order to place an initiative on the ballot?
Converted from (B) to (A) coding by David Altman."
v2ddsigdci,0,720,Initiatives signature-gathering period,"Numeric.
Interval.","If you answered yes to the previous question, how long is the period allowed for gathering signatures (expressed as a number of days) for an initiative?
Converted from (B) to (A) coding by David Altman."
v2ddsiglci,0,721,Initiatives signature-gathering time limit,"0: No. 1: Yes.
Dichotomous.","Is there a limit on the time allowed for signature gathering prior to placing an initiative on the ballot?
Converted from (B) to (A) coding by David Altman."
v2ddpartci,0,722,Initiatives participation threshold,"Percent.
Interval.","What threshold of participation --- expressed as a percentage of registered voters --- must be reached in order for an initiative to be binding?
Enter 0 if there is no threshold.
Converted from (B) to (A) coding by David Altman."
v2ddapprci,0,723,Initiatives approval threshold,"Percent.
Interval.","What threshold of approval --- expressed as a percentage of registered voters --- must be reached in order for an initiative to be binding?
Enter 0 if there is no threshold.
Converted from (B) to (A) coding by David Altman."
v2ddadmci,0,724,Initiatives administrative threshold,"Percent.
Interval.","What percentage of subnational districts (e.g., cantons, provinces, states) must approve (by majority vote) in order for an initiative to be approved?
Enter 0 if there is no threshold."
v2ddspmci,0,725,Initiatives super majority,"Percent.
Interval.","What percentage () of the vote is regarded as sufficient, by law, for the approval of an initiative?
For 2/3, enter 66 .
Converted from (B) to (A) coding by David Altman."
v2ddyrrf,0,726,Occurrence of referendum this year,"Numeric.
Interval.",How many referendums occurred this year?
v2exfemhos,0,727,HOS female,"0: Male 1: Female
Dichotomous.","What is the gender of the head of state?
If the head of state is a collective body, provide the gender of the person executing the most effective power over this body, or, if no such person exists, answer if any persons in the body are female.
Source: worldstatesman.org; Melander (2005); Paxton and Hughes (2007)."
v2ddthreci,0,728,Popular initiative credible threat,"Percent.
Interval.","How effective is the menace of a popular initiative?
If the years since the last successful event is smaller than 6, then v2ddthreci =1, afterwards decreases by 0.06 units per year until 0.1; if the event was not successful during the first years v2ddthreci =0.9, afterwards decreases by 0.1 units per year until 0.1."
v2ddsigdrf,0,729,Referendums signature-gathering period,"Numeric.
Interval.","If you answered yes to the previous question, how long is period allowed for gathering signatures (expressed as a number of days) for a referendum?
Converted from (B) to (A) coding by David Altman."
v2ddsiglrf,0,730,Referendums signature-gathering limit,"0: No. 1: Yes.
Dichotomous.","Is there a limit on the time allowed for signature gathering prior to placing a referendum on the ballot?
Converted from (B) to (A) coding by David Altman."
v2ddpartrf,0,731,Referendums participation threshold,"Percent.
Interval.","What threshold of participation --- expressed as a percentage of registered voters --- must be reached in order for a referendum to be binding?
Enter 0 if there is no threshold.
Converted from (B) to (A) coding by David Altman."
v2ddapprrf,0,732,Referendums approval threshold,"Percent.
Interval.","What threshold of approval --- expressed as a percentage of registered voters --- must be reached in order for a referendum to be binding?
Enter 0 if there is no threshold.
Converted from (B) to (A) coding by David Altman."
v2ddadmrf,0,733,Referendums administrative threshold,"Percent.
Interval.","What percentage of subnational districts (e.g., cantons, provinces, states) must approve (by majority vote) in order for a referendum to be approved?
Enter 0 if there is no threshold."
v2ddspmrf,0,734,Referendums super majority,"Percent.
Interval.","What percentage () of the vote is regarded as sufficient, by law, for the approval of a referendum?
For 2/3, enter 66 .
Converted from (B) to (A) coding by David Altman."
v2ddlexor,0,735,Enforcement of Constitutional changes through popular vote,"0: No, it is not required. 1: Depends on the content of constitutional change (for some it is required, for others however it is not). 2: Yes, any constitutional must be approved directly by the citizenry.
Ordinal.","Is a popular and direct vote required in order for a constitutional change to be legally binding?
Unless otherwise stated, every question refers to direct democracy at the national level, i.e. it does not incorporate popular votes at the provincial or local level."
v2ddpartor,0,736,Obligatory referendum participation threshold,"Percent.
Interval.","Must some threshold of participation be reached in order for an obligatory referendum to be binding?
Specify the required turnout as a percentage of registered voters. Enter 0 if there is no threshold."
v2ddappor,0,737,Obligatory referendum approval threshold,"Percent.
Interval.","Must some threshold of approval --- among registered voters --- be reached in order for an obligatory referendum to be binding?
Express your answer as a percentage of registered voters. Enter 0 if there is no threshold."
v2ddadmor,0,738,Obligatory referendum administrative threshold,"Percent.
Interval.","What percentage of subnational districts (e.g., cantons, provinces, states) must approve (by majority vote) in order for an obligatory referendum to be approved?
Enter 0 if there is no threshold."
v2ddspmor,0,739,Obligatory referendum super majority,"Percent.
Interval.","What percentage () of the vote is regarded as sufficient, by law, for the approval of an obligatory referendum?
For 2/3, enter 66 ."
v2ddthreor,0,740,Obligatory referendum credible threat,"Percent.
Interval.","How effective is the menace of an obligatory referendum?
If the years since the last successful event is smaller than 6, then v2ddthreor =1, afterwards decreases by 0.06 units per year until 0.1; if the event was not successful during the first years v2ddthreci =0.9, afterwards decreases by 0.1 units per year until 0.1."
v2ddlexpl,0,741,Plebiscite permitted,"0: Not allowed. 1: Allowed but non-binding (or with an intervening institutional veto). 2: Allowed and binding.
Ordinal.","Is there legal provision for plebiscites?
These are measures placed on the ballot by the legislature and/or the executive.
Converted from (B) to (A) coding by David Altman."
v2ddapprpl,0,742,Plebiscite approval threshold,"Percent.
Interval.","What threshold of approval --- expressed as a percentage of registered voters --- must be reached in order for a plebiscite to be binding?
Enter 0 if there is no threshold.
Converted from (B) to (A) coding by David Altman."
v2ddadmpl,0,743,Plebiscite administrative threshold,"0: No. 1: Yes --- at least half of subnational districts. 2: Yes --- more than half of subnational districts.
Ordinal.","Must a majority across subnational districts (e.g., cantons, provinces, states) be attained in order for a plebiscite to be approved?
Converted from (B) to (A) coding by David Altman."
v2ddspmpl,0,744,Plebiscite super majority,"Percent.
Interval.","What percentage () of the vote is regarded as sufficient, by law, for the approval of a plebiscite?
For 2/3, enter 66 .
Converted from (B) to (A) coding by David Altman."
v2ddthrepl,0,745,Plebiscite credible threat,"Percent.
Interval.","How effective is the menace of a plebiscite?
If the years since the last successful event is smaller than 6, then v2ddthrepl =1, afterwards decreases by 0.06 units per year until 0.1; if the event was not successful during the first years v2ddthrepl =0.9, afterwards decreases by 0.1 units per year until 0.1."
v2ddyror,0,746,Occurrence of obligatory referendum this year,"Numeric.
Interval.",How many obligatory referendums occurred this year?
v2ddyrpl,0,747,Occurrence of plebiscite this year,"Numeric.
Interval.",How many plebiscites occurred this year?
v2ddcredal,0,748,Occurrence of any type of popular vote this year credible,"0: Not credible. 1: Credible.
Dichotomous.","If any direct democracy election occurred this year, was the official result of the vote, or votes (their success or failure) credible?
By credible, we mean whether the official results of the vote(s) reflect the actual vote (leaving aside issues of voter exclusion, intimidation, or vote-buying).
Converted from (B) to (A) coding by David Altman."
v2lglegplo,0,750,Lower chamber legislates in practice,"0: No. Legislation is routinely passed without the approval of the lower (or unicameral) chamber of the legislature. 1: Yes, usually. Legislation is usually passed with the approval of the lower (or unicameral) chamber of the legislature, but occasionally the legislature is by-passed. 2: Yes, always. Legislation of any consequence is always approved by the lower (or unicameral) chamber of the legislature.
Ordinal, converted to interval by the measurement model.","In practice, is the approval of the lower (or unicameral) chamber of the legislature required to pass legislation?"
v2lgcomslo,0,751,Lower chamber committees,"0: No, there are no committees. 1: Yes, but there are only special (not permanent) committees. 2: Yes, there are permanent committees, but they are not very significant in affecting the course of policy. 3: Yes, there are permanent committees that have strong influence on the course of policymaking.
Ordinal, converted to interval by the measurement model.",Does the lower (or unicameral) chamber of the legislature have a functioning committee system?
v2lgstafflo,0,752,Lower chamber staff,"0: No. 1: Yes.
Dichotomous, converted to interval by the measurement model.",Does each member of the lower (or unicameral) chamber of the legislature have at least one staff member with policy expertise?
v2lgintbup,0,753,Upper chamber introduces bills,"0: No, there are policy areas in which the upper chamber cannot introduce bills. 1: Yes.
Dichotomous.","By law, does the upper chamber of the legislature have the ability to introduce bills in all policy jurisdictions?
Converted from (B) to (A) coding. V-Dem Country Coordinators answers were used for country-years where data was missing in CCP (Elkins et al. 2012).
Source: CCP (Elkins et al. 2012), v263; National constitutions; V-Dem country coordinators."
v2lginello,0,754,Percentage of indirectly elected legislators lower chamber,"Percent.
Interval.","What percentage of the lower (or unicameral) chamber of the legislature is indirectly elected?
Indirect elections include elections by local/regional parliaments, country/city councilors or similar. Exceptions to the norm of indirect election include members who are appointed, e.g., by an executive, the military, or a theocratic body. We are not concerned with non-voting members or with members of the legislature who do not possess the powers of most legislators.
Source: Nohlen et al. (1999, 2002, 2005, 2010); Chronicle of Parliamentary Elections (IPU); Websites of national parliaments."
