Extracted:,"United Nations High Commissioner for Refugees"
"Date extracted:","03/03/2022 09:04"
"Last updated:","03/03/2022 09:04"
"Some data presented may differ from statistics published previously due to retroactive changes or the inclusion of previously unavailable data."

"Data table contains the following:",Solutions
"Data table contains the following:",Solutions
"Content type","Total flow figures"
"Data quick link",https://www.unhcr.org/refugee-statistics/download/?url=gmc9Fi
"Data definitions",https://www.unhcr.org/refugee-statistics/methodology/
"Usage licence",https://creativecommons.org/licenses/by/4.0/
"Solution types included","RET,RDP,RST,NAT"
Years:
Origin:,all
"Country of asylum:"
Year,"Country of origin","Country of origin (ISO)","Country of asylum","Country of asylum (ISO)","Resettlement arrivals"
2007,Bhutan,BTN,-,-,42
2007,"Burkina Faso",BFA,-,-,6
2007,Belarus,BLR,-,-,226
2007,Cambodia,KHM,-,-,51
2007,"Central African Rep.",CAF,-,-,34
2007,Chad,TCD,-,-,30
2007,China,CHN,-,-,133
2007,Cameroon,CMR,-,-,14
2007,Congo,COG,-,-,503
2007,"Dem. Rep. of the Congo",COD,-,-,2827
2007,Colombia,COL,-,-,1941
2007,Cuba,CUB,-,-,2945
2007,Ecuador,ECU,-,-,29
2007,"Equatorial Guinea",GNQ,-,-,14
2007,Eritrea,ERI,-,-,1647
2007,Estonia,EST,-,-,6
2007,Ethiopia,ETH,-,-,2091
2007,Gambia,GMB,-,-,13
2007,Palestinian,PSE,-,-,168
2007,Georgia,GEO,-,-,7
2007,Ghana,GHA,-,-,17
2007,Guatemala,GTM,-,-,19
2007,Guinea,GIN,-,-,5
2007,"Cote d'Ivoire",CIV,-,-,42
2007,India,IND,-,-,25
2007,"Iran (Islamic Rep. of)",IRN,-,-,6229
2007,Jordan,JOR,-,-,5
2007,Kazakhstan,KAZ,-,-,67
2007,Kenya,KEN,-,-,5
2007,Kyrgyzstan,KGZ,-,-,24
2007,"Dem. People's Rep. of Korea",PRK,-,-,22
2007,Kuwait,KWT,-,-,41
2007,"Lao People's Dem. Rep.",LAO,-,-,249
2007,Liberia,LBR,-,-,2254
2007,Lebanon,LBN,-,-,11
2007,"Sri Lanka",LKA,-,-,170
2007,Lithuania,LTU,-,-,5
2007,Latvia,LVA,-,-,17
2007,Madagascar,MDG,-,-,14
2007,Mauritania,MRT,-,-,183
2007,"Rep. of Moldova",MDA,-,-,565
2007,Myanmar,MMR,-,-,20088
2007,Nepal,NPL,-,-,21
2007,Nigeria,NGA,-,-,44
2007,Pakistan,PAK,-,-,135
2007,Philippines,PHL,-,-,9
2007,"Russian Federation",RUS,-,-,1926
2007,Rwanda,RWA,-,-,484
2007,"Sierra Leone",SLE,-,-,530
2007,Somalia,SOM,-,-,7851
2007,"Viet Nam",VNM,-,-,1641
2007,Stateless,XXA,-,-,25
2007,Sudan,SDN,-,-,2476
2007,Switzerland,CHE,-,-,5
2007,"Syrian Arab Rep.",SYR,-,-,28
2007,"United Rep. of Tanzania",TZA,-,-,26
2007,Thailand,THA,-,-,45
2007,Tajikistan,TJK,-,-,11
2007,Turkmenistan,TKM,-,-,12
2007,Togo,TGO,-,-,269
2007,Uganda,UGA,-,-,85
2007,"Unknown ",,-,-,146
2007,Ukraine,UKR,-,-,1615
2007,Uzbekistan,UZB,-,-,361
2007,Yemen,YEM,-,-,30
2007,Zimbabwe,ZWE,-,-,6
2008,Afghanistan,AFG,-,-,3297
2008,"Bosnia and Herzegovina",BIH,-,-,13
2008,Colombia,COL,-,-,1972
2008,Angola,AGO,-,-,12
2008,Egypt,EGY,-,-,54
2008,Armenia,ARM,-,-,15
2008,Azerbaijan,AZE,-,-,41
2008,Burundi,BDI,-,-,3318
2008,Bhutan,BTN,-,-,6198
2008,Belarus,BLR,-,-,111
2008,Cambodia,KHM,-,-,15
2008,"Central African Rep.",CAF,-,-,64
2008,Chad,TCD,-,-,23
2008,China,CHN,-,-,140
2008,Cameroon,CMR,-,-,6
2008,Congo,COG,-,-,305
2008,"Dem. Rep. of the Congo",COD,-,-,2101
2008,Cuba,CUB,-,-,4189
2008,Djibouti,DJI,-,-,5
2008,Ecuador,ECU,-,-,37
2008,Eritrea,ERI,-,-,1140
2008,Estonia,EST,-,-,6
2008,Ethiopia,ETH,-,-,1626
2008,Fiji,FJI,-,-,5
2008,Gambia,GMB,-,-,16
2008,Palestinian,PSE,-,-,148
2008,Georgia,GEO,-,-,20
2008,Ghana,GHA,-,-,18
2008,Guinea,GIN,-,-,57
2008,"Cote d'Ivoire",CIV,-,-,110
2008,India,IND,-,-,87
2008,Indonesia,IDN,-,-,21
2008,"Iran (Islamic Rep. of)",IRN,-,-,6286
2008,Iraq,IRQ,-,-,19886
2008,Jordan,JOR,-,-,40
2008,Kazakhstan,KAZ,-,-,67
2008,Kenya,KEN,-,-,162
2008,Kyrgyzstan,KGZ,-,-,35
2008,"Dem. People's Rep. of Korea",PRK,-,-,37
2008,Kuwait,KWT,-,-,26
2008,"Lao People's Dem. Rep.",LAO,-,-,59
2008,Liberia,LBR,-,-,1301
2008,Libya,LBY,-,-,5
2008,Lebanon,LBN,-,-,13
2008,"Sri Lanka",LKA,-,-,411
2008,Latvia,LVA,-,-,6
2008,Mauritania,MRT,-,-,91
2008,"Rep. of Moldova",MDA,-,-,487
2008,Malaysia,MYS,-,-,40
2008,Malawi,MWI,-,-,10
2008,Morocco,MAR,-,-,5
2008,Myanmar,MMR,-,-,22373
2008,Nepal,NPL,-,-,181
2008,Nigeria,NGA,-,-,89
2008,Pakistan,PAK,-,-,225
2008,Philippines,PHL,-,-,9
2008,"Russian Federation",RUS,-,-,558
2008,Rwanda,RWA,-,-,350
2008,"El Salvador",SLV,-,-,6
2008,"Saudi Arabia",SAU,-,-,6
2008,Senegal,SEN,-,-,22
2008,"Sierra Leone",SLE,-,-,348
2008,Somalia,SOM,-,-,3395
2008,"Serbia and Kosovo: S/RES/1244 (1999)",SRB,-,-,114
2008,"Viet Nam",VNM,-,-,1218
2008,Stateless,XXA,-,-,582
2008,Sudan,SDN,-,-,1337
2008,"Syrian Arab Rep.",SYR,-,-,88
2008,"United Rep. of Tanzania",TZA,-,-,152
2008,Thailand,THA,-,-,756
2008,Tibetan,TIB,-,-,73
2008,Togo,TGO,-,-,370
2008,Turkey,TUR,-,-,11
2008,Uganda,UGA,-,-,145
2008,"Unknown ",,-,-,829
2008,Ukraine,UKR,-,-,1032
2008,Uzbekistan,UZB,-,-,321
2008,"Venezuela (Bolivarian Republic of)",VEN,-,-,5
2008,Zambia,ZMB,-,-,5
2008,Zimbabwe,ZWE,-,-,35
2009,Afghanistan,AFG,-,-,2762
2009,Colombia,COL,-,-,1109
2009,Iraq,IRQ,-,-,28977
2009,Algeria,DZA,-,-,9
2009,Angola,AGO,-,-,119
2009,Egypt,EGY,-,-,87
2009,Armenia,ARM,-,-,5
2009,Azerbaijan,AZE,-,-,39
2009,Burundi,BDI,-,-,972
2009,Bhutan,BTN,-,-,17277
2009,Belarus,BLR,-,-,148
2009,Cambodia,KHM,-,-,24
2009,"Central African Rep.",CAF,-,-,68
2009,Chad,TCD,-,-,14
2009,China,CHN,-,-,222
2009,Cameroon,CMR,-,-,17
2009,Congo,COG,-,-,480
2009,"Dem. Rep. of the Congo",COD,-,-,3127
2009,Cuba,CUB,-,-,4808
2009,Djibouti,DJI,-,-,11
2009,Ecuador,ECU,-,-,51
2009,"Equatorial Guinea",GNQ,-,-,18
2009,Eritrea,ERI,-,-,3103
2009,Ethiopia,ETH,-,-,1770
2009,Fiji,FJI,-,-,5
2009,Gambia,GMB,-,-,5
2009,Palestinian,PSE,-,-,290
2009,Germany,DEU,-,-,5
2009,Ghana,GHA,-,-,5
2009,Guinea,GIN,-,-,19
2009,"Cote d'Ivoire",CIV,-,-,46
2009,India,IND,-,-,19
2009,Indonesia,IDN,-,-,8
2009,"Iran (Islamic Rep. of)",IRN,-,-,6075
2009,Jordan,JOR,-,-,31
2009,Kazakhstan,KAZ,-,-,60
2009,Kenya,KEN,-,-,16
2009,Kyrgyzstan,KGZ,-,-,65
2009,"Dem. People's Rep. of Korea",PRK,-,-,18
2009,Kuwait,KWT,-,-,12
2009,"Lao People's Dem. Rep.",LAO,-,-,6
2009,Liberia,LBR,-,-,867
2009,Lebanon,LBN,-,-,16
2009,"Sri Lanka",LKA,-,-,430
2009,Madagascar,MDG,-,-,5
2009,Mauritania,MRT,-,-,24
2009,"Rep. of Moldova",MDA,-,-,497
2009,Myanmar,MMR,-,-,24170
2009,Namibia,NAM,-,-,12
2009,Nepal,NPL,-,-,13
2009,Nigeria,NGA,-,-,42
2009,Pakistan,PAK,-,-,167
2009,"Russian Federation",RUS,-,-,503
2009,Rwanda,RWA,-,-,373
2009,"El Salvador",SLV,-,-,10
2009,"Saudi Arabia",SAU,-,-,11
2009,"Sierra Leone",SLE,-,-,476
2009,Somalia,SOM,-,-,6250
2009,"Serbia and Kosovo: S/RES/1244 (1999)",SRB,-,-,57
2009,"Viet Nam",VNM,-,-,1792
2009,Stateless,XXA,-,-,643
2009,Sudan,SDN,-,-,1643
2009,"Syrian Arab Rep.",SYR,-,-,71
2009,"United Rep. of Tanzania",TZA,-,-,18
2009,Thailand,THA,-,-,79
2009,Tibetan,TIB,-,-,58
2009,Tajikistan,TJK,-,-,6
2009,Turkmenistan,TKM,-,-,8
2009,Timor-Leste,TLS,-,-,5
2009,Togo,TGO,-,-,208
2009,Tonga,TON,-,-,7
2009,Turkey,TUR,-,-,17
2009,"United Arab Emirates",ARE,-,-,5
2009,Uganda,UGA,-,-,38
2009,"Unknown ",,-,-,1142
2009,Ukraine,UKR,-,-,558
2009,Uzbekistan,UZB,-,-,246
2009,"Venezuela (Bolivarian Republic of)",VEN,-,-,5
2009,Yemen,YEM,-,-,63
2009,Zimbabwe,ZWE,-,-,18
2010,Colombia,COL,-,-,647
2010,Afghanistan,AFG,-,-,2655
2010,Angola,AGO,-,-,6
2010,Egypt,EGY,-,-,41
2010,Armenia,ARM,-,-,10
2010,Azerbaijan,AZE,-,-,31
2010,Burundi,BDI,-,-,626
2010,Benin,BEN,-,-,11
2010,Bangladesh,BGD,-,-,76
2010,Bhutan,BTN,-,-,14450
2010,Belarus,BLR,-,-,82
2010,Cambodia,KHM,-,-,24
2010,"Central African Rep.",CAF,-,-,80
2010,Chad,TCD,-,-,43
2010,China,CHN,-,-,174
2010,Cameroon,CMR,-,-,27
2010,Congo,COG,-,-,212
2010,"Dem. Rep. of the Congo",COD,-,-,4693
2010,Cuba,CUB,-,-,4875
2010,Djibouti,DJI,-,-,5
2010,Ecuador,ECU,-,-,35
2010,Eritrea,ERI,-,-,3882
2010,Ethiopia,ETH,-,-,1933
2010,Fiji,FJI,-,-,11
2010,Gambia,GMB,-,-,9
2010,Palestinian,PSE,-,-,1065
2010,"United Kingdom of Great Britain and Northern Ireland",GBR,-,-,5
2010,Georgia,GEO,-,-,10
2010,Ghana,GHA,-,-,44
2010,Guinea-Bissau,GNB,-,-,5
2010,Greece,GRC,-,-,10
2010,Guinea,GIN,-,-,83
2010,Haiti,HTI,-,-,18
2010,Honduras,HND,-,-,20
2010,"Cote d'Ivoire",CIV,-,-,66
2010,India,IND,-,-,71
2010,Indonesia,IDN,-,-,71
2010,"Iran (Islamic Rep. of)",IRN,-,-,3854
2010,Iraq,IRQ,-,-,24542
2010,Jamaica,JAM,-,-,10
2010,Jordan,JOR,-,-,38
2010,Kazakhstan,KAZ,-,-,27
2010,Kenya,KEN,-,-,108
2010,Kyrgyzstan,KGZ,-,-,46
2010,"Dem. People's Rep. of Korea",PRK,-,-,17
2010,Kuwait,KWT,-,-,57
2010,"Lao People's Dem. Rep.",LAO,-,-,328
2010,Liberia,LBR,-,-,455
2010,Libya,LBY,-,-,5
2010,Lebanon,LBN,-,-,11
2010,"Sri Lanka",LKA,-,-,377
2010,Lithuania,LTU,-,-,5
2010,Mauritania,MRT,-,-,71
2010,"Rep. of Moldova",MDA,-,-,257
2010,Malaysia,MYS,-,-,69
2010,Malawi,MWI,-,-,13
2010,Montenegro,MNE,-,-,5
2010,Mongolia,MNG,-,-,5
2010,Morocco,MAR,-,-,5
2010,Myanmar,MMR,-,-,19649
2010,Namibia,NAM,-,-,10
2010,Nepal,NPL,-,-,364
2010,Nigeria,NGA,-,-,34
2010,Pakistan,PAK,-,-,214
2010,Peru,PER,-,-,5
2010,Romania,ROU,-,-,5
2010,"South Africa",ZAF,-,-,12
2010,"Russian Federation",RUS,-,-,311
2010,Rwanda,RWA,-,-,392
2010,"El Salvador",SLV,-,-,16
2010,"Saudi Arabia",SAU,-,-,16
2010,Senegal,SEN,-,-,7
2010,"Sierra Leone",SLE,-,-,222
2010,Somalia,SOM,-,-,6190
2010,"Serbia and Kosovo: S/RES/1244 (1999)",SRB,-,-,22
2010,"Viet Nam",VNM,-,-,510
2010,Stateless,XXA,-,-,413
2010,Sudan,SDN,-,-,997
2010,"Syrian Arab Rep.",SYR,-,-,73
2010,"United Rep. of Tanzania",TZA,-,-,133
2010,Thailand,THA,-,-,394
2010,Tibetan,TIB,-,-,22
2010,Tajikistan,TJK,-,-,5
2010,Turkmenistan,TKM,-,-,5
2010,Timor-Leste,TLS,-,-,12
2010,Togo,TGO,-,-,90
2010,Turkey,TUR,-,-,5
2010,"United Arab Emirates",ARE,-,-,5
2010,Uganda,UGA,-,-,111
2010,"Unknown ",,-,-,1196
2010,Ukraine,UKR,-,-,433
2010,"United States of America",USA,-,-,6
2010,Uzbekistan,UZB,-,-,335
2010,Yemen,YEM,-,-,10
2010,Zambia,ZMB,-,-,56
2010,Zimbabwe,ZWE,-,-,28
2011,Colombia,COL,-,-,629
2011,Iraq,IRQ,-,-,13721
2011,Afghanistan,AFG,-,-,3098
2011,Egypt,EGY,-,-,18
2011,Armenia,ARM,-,-,17
2011,Azerbaijan,AZE,-,-,6
2011,Burundi,BDI,-,-,288
2011,Belgium,BEL,-,-,75
2011,Benin,BEN,-,-,7
2011,Bangladesh,BGD,-,-,5
2011,Bhutan,BTN,-,-,17406
2011,Belarus,BLR,-,-,5
2011,Cambodia,KHM,-,-,10
2011,"Central African Rep.",CAF,-,-,183
2011,Chad,TCD,-,-,20
2011,China,CHN,-,-,163
2011,Cameroon,CMR,-,-,18
2011,Congo,COG,-,-,222
2011,"Dem. Rep. of the Congo",COD,-,-,2247
2011,"Costa Rica",CRI,-,-,5
2011,Cuba,CUB,-,-,2170
2011,Djibouti,DJI,-,-,5
2011,Ecuador,ECU,-,-,39
2011,"Equatorial Guinea",GNQ,-,-,6
2011,Eritrea,ERI,-,-,3748
2011,Estonia,EST,-,-,7
2011,Ethiopia,ETH,-,-,2063
2011,Gabon,GAB,-,-,5
2011,Gambia,GMB,-,-,7
2011,Palestinian,PSE,-,-,146
2011,Georgia,GEO,-,-,17
2011,Ghana,GHA,-,-,13
2011,Guatemala,GTM,-,-,25
2011,Guinea,GIN,-,-,30
2011,Honduras,HND,-,-,5
2011,"Cote d'Ivoire",CIV,-,-,102
2011,India,IND,-,-,81
2011,Indonesia,IDN,-,-,28
2011,"Iran (Islamic Rep. of)",IRN,-,-,3232
2011,Jordan,JOR,-,-,11
2011,Kazakhstan,KAZ,-,-,55
2011,Kenya,KEN,-,-,100
2011,Kyrgyzstan,KGZ,-,-,15
2011,"Dem. People's Rep. of Korea",PRK,-,-,16
2011,Kuwait,KWT,-,-,51
2011,"Lao People's Dem. Rep.",LAO,-,-,148
2011,Liberia,LBR,-,-,251
2011,Lebanon,LBN,-,-,11
2011,"Sri Lanka",LKA,-,-,498
2011,Latvia,LVA,-,-,5
2011,Mauritania,MRT,-,-,13
2011,"Rep. of Moldova",MDA,-,-,303
2011,Malaysia,MYS,-,-,111
2011,Malawi,MWI,-,-,44
2011,Myanmar,MMR,-,-,17994
2011,Namibia,NAM,-,-,17
2011,Nepal,NPL,-,-,406
2011,Pakistan,PAK,-,-,364
2011,Philippines,PHL,-,-,9
2011,"Russian Federation",RUS,-,-,185
2011,Rwanda,RWA,-,-,253
2011,"El Salvador",SLV,-,-,10
2011,"Saudi Arabia",SAU,-,-,6
2011,"Sierra Leone",SLE,-,-,95
2011,Somalia,SOM,-,-,5475
2011,"Serbia and Kosovo: S/RES/1244 (1999)",SRB,-,-,46
2011,"Viet Nam",VNM,-,-,210
2011,Stateless,XXA,-,-,248
2011,Sudan,SDN,-,-,974
2011,"Syrian Arab Rep.",SYR,-,-,109
2011,"United Rep. of Tanzania",TZA,-,-,31
2011,Thailand,THA,-,-,360
2011,Togo,TGO,-,-,50
2011,Turkey,TUR,-,-,43
2011,Uganda,UGA,-,-,45
2011,"Unknown ",,-,-,614
2011,Ukraine,UKR,-,-,463
2011,Uzbekistan,UZB,-,-,154
2011,"Venezuela (Bolivarian Republic of)",VEN,-,-,5
2011,Yemen,YEM,-,-,9
2011,Zambia,ZMB,-,-,22
2011,Zimbabwe,ZWE,-,-,26
2012,"Bosnia and Herzegovina",BIH,-,-,5
2012,Iraq,IRQ,-,-,20570
2012,Afghanistan,AFG,-,-,3078
2012,Angola,AGO,-,-,25
2012,Egypt,EGY,-,-,88
2012,Armenia,ARM,-,-,13
2012,Azerbaijan,AZE,-,-,17
2012,Burundi,BDI,-,-,323
2012,Bhutan,BTN,-,-,16331
2012,Belarus,BLR,-,-,66
2012,Botswana,BWA,-,-,5
2012,"Central African Rep.",CAF,-,-,127
2012,Chad,TCD,-,-,24
2012,China,CHN,-,-,83
2012,Cameroon,CMR,-,-,13
2012,Congo,COG,-,-,227
2012,"Dem. Rep. of the Congo",COD,-,-,3652
2012,Colombia,COL,-,-,747
2012,Cuba,CUB,-,-,2746
2012,"Cabo Verde",CPV,-,-,5
2012,Ecuador,ECU,-,-,32
2012,Eritrea,ERI,-,-,3485
2012,Ethiopia,ETH,-,-,2311
2012,Gambia,GMB,-,-,5
2012,Palestinian,PSE,-,-,227
2012,Georgia,GEO,-,-,10
2012,Ghana,GHA,-,-,10
2012,Guatemala,GTM,-,-,11
2012,Guinea,GIN,-,-,12
2012,Haiti,HTI,-,-,5
2012,"Cote d'Ivoire",CIV,-,-,67
2012,India,IND,-,-,24
2012,Indonesia,IDN,-,-,6
2012,"Iran (Islamic Rep. of)",IRN,-,-,3105
2012,Israel,ISR,-,-,5
2012,Jordan,JOR,-,-,12
2012,Kazakhstan,KAZ,-,-,11
2012,Kenya,KEN,-,-,98
2012,Kyrgyzstan,KGZ,-,-,60
2012,"Dem. People's Rep. of Korea",PRK,-,-,23
2012,Kuwait,KWT,-,-,13
2012,"Lao People's Dem. Rep.",LAO,-,-,18
2012,Liberia,LBR,-,-,100
2012,Libya,LBY,-,-,35
2012,Lebanon,LBN,-,-,8
2012,"Sri Lanka",LKA,-,-,177
2012,Mauritania,MRT,-,-,12
2012,"Rep. of Moldova",MDA,-,-,294
2012,Malaysia,MYS,-,-,185
2012,Malawi,MWI,-,-,38
2012,Morocco,MAR,-,-,5
2012,Malta,MLT,-,-,5
2012,Myanmar,MMR,-,-,17432
2012,Namibia,NAM,-,-,9
2012,Nepal,NPL,-,-,307
2012,Niger,NER,-,-,5
2012,Pakistan,PAK,-,-,444
2012,"South Africa",ZAF,-,-,9
2012,"Russian Federation",RUS,-,-,226
2012,Rwanda,RWA,-,-,329
2012,"El Salvador",SLV,-,-,5
2012,"Saudi Arabia",SAU,-,-,10
2012,Senegal,SEN,-,-,14
2012,"Sierra Leone",SLE,-,-,27
2012,Somalia,SOM,-,-,8024
2012,"Serbia and Kosovo: S/RES/1244 (1999)",SRB,-,-,5
2012,"Viet Nam",VNM,-,-,92
2012,Stateless,XXA,-,-,232
2012,Sudan,SDN,-,-,2098
2012,"Syrian Arab Rep.",SYR,-,-,195
2012,"United Rep. of Tanzania",TZA,-,-,21
2012,Thailand,THA,-,-,147
2012,Turkmenistan,TKM,-,-,6
2012,Togo,TGO,-,-,37
2012,Tunisia,TUN,-,-,5
2012,Turkey,TUR,-,-,25
2012,Uganda,UGA,-,-,57
2012,"Unknown ",,-,-,5
2012,Ukraine,UKR,-,-,354
2012,Uzbekistan,UZB,-,-,176
2012,"Venezuela (Bolivarian Republic of)",VEN,-,-,7
2012,Yemen,YEM,-,-,7
2012,Zambia,ZMB,-,-,10
2012,Zimbabwe,ZWE,-,-,44
2013,Colombia,COL,-,-,966
2013,Iraq,IRQ,-,-,26328
2013,Afghanistan,AFG,-,-,4719
2013,Angola,AGO,-,-,6
2013,Egypt,EGY,-,-,234
2013,Armenia,ARM,-,-,5
2013,Azerbaijan,AZE,-,-,5
2013,Burundi,BDI,-,-,275
2013,Belgium,BEL,-,-,10
2013,Bhutan,BTN,-,-,10302
2013,Botswana,BWA,-,-,7
2013,Cambodia,KHM,-,-,69
2013,"Central African Rep.",CAF,-,-,469
2013,Chad,TCD,-,-,49
2013,China,CHN,-,-,135
2013,Congo,COG,-,-,629
2013,"Dem. Rep. of the Congo",COD,-,-,4870
2013,Cuba,CUB,-,-,4127
2013,Djibouti,DJI,-,-,5
2013,Ecuador,ECU,-,-,29
2013,"Equatorial Guinea",GNQ,-,-,9
2013,Eritrea,ERI,-,-,3585
2013,Ethiopia,ETH,-,-,1777
2013,Gambia,GMB,-,-,9
2013,Palestinian,PSE,-,-,212
2013,Ghana,GHA,-,-,12
2013,Greece,GRC,-,-,7
2013,Guatemala,GTM,-,-,5
2013,Guinea,GIN,-,-,20
2013,Haiti,HTI,-,-,84
2013,"Cote d'Ivoire",CIV,-,-,49
2013,India,IND,-,-,108
2013,Indonesia,IDN,-,-,12
2013,"Iran (Islamic Rep. of)",IRN,-,-,4795
2013,Israel,ISR,-,-,6
2013,Jordan,JOR,-,-,84
2013,Kazakhstan,KAZ,-,-,5
2013,Kenya,KEN,-,-,110
2013,Kyrgyzstan,KGZ,-,-,7
2013,"Dem. People's Rep. of Korea",PRK,-,-,14
2013,Kuwait,KWT,-,-,11
2013,Liberia,LBR,-,-,115
2013,Libya,LBY,-,-,11
2013,Lebanon,LBN,-,-,37
2013,"Sri Lanka",LKA,-,-,337
2013,Mauritania,MRT,-,-,9
2013,"Rep. of Moldova",MDA,-,-,75
2013,Malaysia,MYS,-,-,193
2013,Malawi,MWI,-,-,46
2013,Morocco,MAR,-,-,5
2013,Mozambique,MOZ,-,-,31
2013,Myanmar,MMR,-,-,16942
2013,Namibia,NAM,-,-,13
2013,Nepal,NPL,-,-,493
2013,Nigeria,NGA,-,-,11
2013,Pakistan,PAK,-,-,687
2013,"South Africa",ZAF,-,-,5
2013,"Russian Federation",RUS,-,-,98
2013,Rwanda,RWA,-,-,260
2013,"Saudi Arabia",SAU,-,-,14
2013,Senegal,SEN,-,-,7
2013,"Sierra Leone",SLE,-,-,43
2013,Somalia,SOM,-,-,10203
2013,"Viet Nam",VNM,-,-,63
2013,"South Sudan",SSD,-,-,34
2013,Stateless,XXA,-,-,235
2013,Sudan,SDN,-,-,2727
2013,"Syrian Arab Rep.",SYR,-,-,607
2013,"United Rep. of Tanzania",TZA,-,-,42
2013,Thailand,THA,-,-,397
2013,Tajikistan,TJK,-,-,16
2013,Turkmenistan,TKM,-,-,8
2013,Togo,TGO,-,-,15
2013,Turkey,TUR,-,-,16
2013,Uganda,UGA,-,-,40
2013,"Unknown ",,-,-,42
2013,Ukraine,UKR,-,-,209
2013,Uzbekistan,UZB,-,-,51
2013,Yemen,YEM,-,-,16
2013,Zambia,ZMB,-,-,23
2013,Zimbabwe,ZWE,-,-,23
2014,Iraq,IRQ,-,-,25799
2014,Afghanistan,AFG,-,-,3937
2014,Egypt,EGY,-,-,161
2014,Armenia,ARM,-,-,45
2014,Azerbaijan,AZE,-,-,26
2014,Burundi,BDI,-,-,447
2014,Benin,BEN,-,-,5
2014,Bangladesh,BGD,-,-,5
2014,Bhutan,BTN,-,-,8226
2014,Belarus,BLR,-,-,60
2014,Cambodia,KHM,-,-,57
2014,"Central African Rep.",CAF,-,-,330
2014,Chad,TCD,-,-,41
2014,China,CHN,-,-,99
2014,Cameroon,CMR,-,-,15
2014,Congo,COG,-,-,190
2014,"Dem. Rep. of the Congo",COD,-,-,7091
2014,Colombia,COL,-,-,1101
2014,Cuba,CUB,-,-,3735
2014,Djibouti,DJI,-,-,6
2014,Ecuador,ECU,-,-,64
2014,Eritrea,ERI,-,-,3931
2014,Ethiopia,ETH,-,-,1655
2014,Gabon,GAB,-,-,5
2014,Palestinian,PSE,-,-,205
2014,Georgia,GEO,-,-,15
2014,Ghana,GHA,-,-,6
2014,Guinea,GIN,-,-,24
2014,Haiti,HTI,-,-,5
2014,"Cote d'Ivoire",CIV,-,-,123
2014,India,IND,-,-,232
2014,Indonesia,IDN,-,-,28
2014,"Iran (Islamic Rep. of)",IRN,-,-,4784
2014,Israel,ISR,-,-,5
2014,Jordan,JOR,-,-,54
2014,Kazakhstan,KAZ,-,-,46
2014,Kenya,KEN,-,-,75
2014,Kyrgyzstan,KGZ,-,-,17
2014,"Dem. People's Rep. of Korea",PRK,-,-,15
2014,Kuwait,KWT,-,-,27
2014,Liberia,LBR,-,-,102
2014,Libya,LBY,-,-,22
2014,Lebanon,LBN,-,-,127
2014,"Sri Lanka",LKA,-,-,273
2014,Mauritania,MRT,-,-,5
2014,"North Macedonia",MKD,-,-,241
2014,Malaysia,MYS,-,-,150
2014,Malawi,MWI,-,-,5
2014,Morocco,MAR,-,-,6
2014,Myanmar,MMR,-,-,17851
2014,Nepal,NPL,-,-,374
2014,Pakistan,PAK,-,-,754
2014,Philippines,PHL,-,-,10
2014,"South Africa",ZAF,-,-,19
2014,"Russian Federation",RUS,-,-,210
2014,Rwanda,RWA,-,-,141
2014,"El Salvador",SLV,-,-,10
2014,"Saudi Arabia",SAU,-,-,16
2014,Singapore,SGP,-,-,5
2014,"Sierra Leone",SLE,-,-,76
2014,Somalia,SOM,-,-,11895
2014,"Serbia and Kosovo: S/RES/1244 (1999)",SRB,-,-,10
2014,"Viet Nam",VNM,-,-,132
2014,"South Sudan",SSD,-,-,150
2014,Stateless,XXA,-,-,379
2014,Sudan,SDN,-,-,1469
2014,"Syrian Arab Rep.",SYR,-,-,6367
2014,"United Rep. of Tanzania",TZA,-,-,9
2014,Thailand,THA,-,-,442
2014,Tibetan,TIB,-,-,109
2014,Togo,TGO,-,-,42
2014,Turkey,TUR,-,-,23
2014,"United Arab Emirates",ARE,-,-,10
2014,Uganda,UGA,-,-,114
2014,"Unknown ",,-,-,105
2014,Ukraine,UKR,-,-,667
2014,Uzbekistan,UZB,-,-,65
2014,Yemen,YEM,-,-,24
2014,Zambia,ZMB,-,-,20
2014,Zimbabwe,ZWE,-,-,27
2015,Iraq,IRQ,-,-,15097
2015,Afghanistan,AFG,-,-,4450
2015,Angola,AGO,-,-,5
2015,Egypt,EGY,-,-,143
2015,Armenia,ARM,-,-,36
2015,Azerbaijan,AZE,-,-,24
2015,Burundi,BDI,-,-,1710
2015,Bangladesh,BGD,-,-,10
2015,Bhutan,BTN,-,-,6373
2015,"Burkina Faso",BFA,-,-,5
2015,Belarus,BLR,-,-,102
2015,Botswana,BWA,-,-,13
2015,"Central African Rep.",CAF,-,-,545
2015,Chad,TCD,-,-,36
2015,China,CHN,-,-,49
2015,Cameroon,CMR,-,-,14
2015,Congo,COG,-,-,22
2015,"Dem. Rep. of the Congo",COD,-,-,10469
2015,Colombia,COL,-,-,825
2015,Cuba,CUB,-,-,1067
2015,Cyprus,CYP,-,-,5
2015,Djibouti,DJI,-,-,5
2015,Ecuador,ECU,-,-,12
2015,Eritrea,ERI,-,-,4086
2015,Ethiopia,ETH,-,-,1667
2015,Gambia,GMB,-,-,14
2015,Palestinian,PSE,-,-,180
2015,Georgia,GEO,-,-,12
2015,Guinea,GIN,-,-,5
2015,"Cote d'Ivoire",CIV,-,-,196
2015,India,IND,-,-,104
2015,Indonesia,IDN,-,-,21
